candidate_id,source_dataset,installation_code,installation_name,district,municipality,generation_type,capacity_mva_or_mw,capacity_field,facility_type,lat,lon,assigned_bus_index,assigned_bus_name,assigned_bus_voltage_kv,assignment_status,assignment_confidence,publication_allowed,notes,dispatch_proxy_class,dispatch_reason,pmax_mw_proxy,pmin_mw_proxy,cost_status
GENCAND_capacidade-rececao-rnd_1512S5031200_potencia_de_ligacao_ligado_mva_rari,capacidade-rececao-rnd,1512S5031200,SADO (SE),Setúbal,Setúbal,grid_connection_capacity_proxy,86.46047,potencia_de_ligacao_ligado_mva_rari,SE_AT,38.5021850850802,-8.8050516671651,,,,UNASSIGNED_NOT_IN_BACKBONE,missing_backbone_match,False,No matching installation code in current S16 backbone core.,reject_for_opf,not_assigned_to_backbone,,,MISSING_COST_SCENARIO
GENCAND_capacidade-rececao-rnd_1508S5031800_potencia_de_ligacao_ligado_mva_rari,capacidade-rececao-rnd,1508S5031800,CARRASCAS,Setúbal,Palmela,grid_connection_capacity_proxy,4.978440000000002,potencia_de_ligacao_ligado_mva_rari,SE_AT,38.5953798053933,-8.89880155454382,,,,UNASSIGNED_NOT_IN_BACKBONE,missing_backbone_match,False,No matching installation code in current S16 backbone core.,reject_for_opf,not_assigned_to_backbone,,,MISSING_COST_SCENARIO
GENCAND_capacidade-rececao-rnd_1508S5903500_potencia_de_ligacao_ligado_mva_rari,capacidade-rececao-rnd,1508S5903500,QUINTA DO ANJO,Setúbal,Palmela,grid_connection_capacity_proxy,5.2040999999999995,potencia_de_ligacao_ligado_mva_rari,SE_AT,38.5794199080201,-8.96856395855957,,,,UNASSIGNED_NOT_IN_BACKBONE,missing_backbone_match,False,No matching installation code in current S16 backbone core.,reject_for_opf,not_assigned_to_backbone,,,MISSING_COST_SCENARIO
GENCAND_capacidade-rececao-rnd_1508S5902400_potencia_de_ligacao_ligado_mva_rari,capacidade-rececao-rnd,1508S5902400,PINHAL NOVO,Setúbal,Palmela,grid_connection_capacity_proxy,15.41878,potencia_de_ligacao_ligado_mva_rari,SE_AT,38.6594173890094,-8.90410495381109,,,,UNASSIGNED_NOT_IN_BACKBONE,missing_backbone_match,False,No matching installation code in current S16 backbone core.,reject_for_opf,not_assigned_to_backbone,,,MISSING_COST_SCENARIO
GENCAND_capacidade-rececao-rnd_1510S5022300_potencia_de_ligacao_ligado_mva_rari,capacidade-rececao-rnd,1510S5022300,SEIXAL,Setúbal,Seixal,grid_connection_capacity_proxy,1.4650600000000005,potencia_de_ligacao_ligado_mva_rari,SE_AT,38.6265781654814,-9.09880506834704,,,,UNASSIGNED_NOT_IN_BACKBONE,missing_backbone_match,False,No matching installation code in current S16 backbone core.,reject_for_opf,not_assigned_to_backbone,,,MISSING_COST_SCENARIO
GENCAND_capacidade-rececao-rnd_1504S5020300_potencia_de_ligacao_ligado_mva_rari,capacidade-rececao-rnd,1504S5020300,BARREIRO,Setúbal,Barreiro,grid_connection_capacity_proxy,1.40863,potencia_de_ligacao_ligado_mva_rari,SE_AT,38.6631038803351,-9.06123982421673,,,,UNASSIGNED_NOT_IN_BACKBONE,missing_backbone_match,False,No matching installation code in current S16 backbone core.,reject_for_opf,not_assigned_to_backbone,,,MISSING_COST_SCENARIO
GENCAND_capacidade-rececao-rnd_1504P5022900_potencia_de_ligacao_ligado_mva_rari,capacidade-rececao-rnd,1504P5022900,CENTRAL BARREIRO,Setúbal,Barreiro,grid_connection_capacity_proxy,20.0,potencia_de_ligacao_ligado_mva_rari,PC_AT,38.6743991463614,-9.05392122695444,,,,UNASSIGNED_NOT_IN_BACKBONE,missing_backbone_match,False,No matching installation code in current S16 backbone core.,reject_for_opf,not_assigned_to_backbone,,,MISSING_COST_SCENARIO
GENCAND_capacidade-rececao-rnd_1503S5021100_potencia_de_ligacao_ligado_mva_rari,capacidade-rececao-rnd,1503S5021100,PORTAGEM,Setúbal,Almada,grid_connection_capacity_proxy,3.44202,potencia_de_ligacao_ligado_mva_rari,SE_AT,38.6718270084547,-9.17478697522116,,,,UNASSIGNED_NOT_IN_BACKBONE,missing_backbone_match,False,No matching installation code in current S16 backbone core.,reject_for_opf,not_assigned_to_backbone,,,MISSING_COST_SCENARIO
GENCAND_capacidade-rececao-rnd_1503S5022800_potencia_de_ligacao_ligado_mva_rari,capacidade-rececao-rnd,1503S5022800,COSTA DA CAPARICA (*),Setúbal,Almada,grid_connection_capacity_proxy,0.185,potencia_de_ligacao_ligado_mva_rari,SE_AT,38.6559363845331,-9.22469151597253,,,,UNASSIGNED_NOT_IN_BACKBONE,missing_backbone_match,False,No matching installation code in current S16 backbone core.,reject_for_opf,not_assigned_to_backbone,,,MISSING_COST_SCENARIO
GENCAND_capacidade-rececao-rnd_1106S5800800_potencia_de_ligacao_ligado_mva_rari,capacidade-rececao-rnd,1106S5800800,EXPO NORTE,Lisboa,Lisboa,grid_connection_capacity_proxy,7.432219999999999,potencia_de_ligacao_ligado_mva_rari,SE_AT,38.7856440141005,-9.09895141997504,,,,UNASSIGNED_NOT_IN_BACKBONE,missing_backbone_match,False,No matching installation code in current S16 backbone core.,reject_for_opf,not_assigned_to_backbone,,,MISSING_COST_SCENARIO
