facility_node_set,facility_buffer_m,endpoint_snap_threshold_m,merge_mode,raw_line_features,merged_circuits,reduction_percentage,inter_facility_circuits,self_loops,single_facility,isolated,tap_multi_terminal,ambiguous,loop,clean_branch_count,graph_nodes,graph_edges,connected_components,largest_component_size,isolated_nodes,mixed_voltage_circuits,mixed_status_circuits,suspicious_matches,strategy_score,recommended_yes_no,reason
C,500,5.0,voltage-aware,5334,877,83.5583,150,72,269,120,137,101,28,150,213,150,67,8,0,0,40,67,6100,no,no mixed-voltage circuits; conservative endpoint snapping
C,500,5.0,voltage-status-aware,5334,942,82.3397,157,85,293,146,156,73,32,157,221,157,70,8,0,0,0,73,8300,no,no mixed-voltage circuits; conservative endpoint snapping
C,500,10.0,geometry-only,5334,440,91.751,56,32,103,90,64,58,37,56,98,56,42,7,0,0,37,28,780,no,no mixed-voltage circuits; conservative endpoint snapping
C,500,10.0,voltage-aware,5334,440,91.751,56,32,103,90,64,58,37,56,98,56,42,7,0,0,37,28,780,no,no mixed-voltage circuits; conservative endpoint snapping
C,500,10.0,voltage-status-aware,5334,515,90.345,62,47,124,120,86,33,43,62,106,62,44,7,0,0,0,33,2750,no,no mixed-voltage circuits; conservative endpoint snapping
C,500,25.0,geometry-only,5334,126,97.6378,6,4,12,58,13,9,24,6,12,6,6,2,0,0,7,3,-470,no,no mixed-voltage circuits; conservative endpoint snapping
C,500,25.0,voltage-aware,5334,126,97.6378,6,4,12,58,13,9,24,6,12,6,6,2,0,0,7,3,-470,no,no mixed-voltage circuits; conservative endpoint snapping
C,500,25.0,voltage-status-aware,5334,200,96.2505,8,17,32,81,18,7,37,8,16,8,8,2,0,0,0,7,-300,no,no mixed-voltage circuits; conservative endpoint snapping
C,500,50.0,geometry-only,5334,79,98.5189,1,1,6,49,3,5,14,1,2,1,1,2,0,1,3,3,-1080,no,higher ambiguity or weak graph structure
C,500,50.0,voltage-aware,5334,80,98.5002,1,1,6,49,3,6,14,1,2,1,1,2,0,0,4,3,-1040,no,no mixed-voltage circuits
C,500,50.0,voltage-status-aware,5334,151,97.1691,2,10,25,70,5,6,33,2,4,2,2,2,0,0,0,6,-1050,no,no mixed-voltage circuits
