voltage_kv,voltage_label,branch_count,total_length_km,average_length_km,median_length_km,max_length_km,line_type_distribution,status_distribution,parallel_branch_records,parallel_facility_voltage_groups,missing_type_records,branches_requiring_estimated_parameters
60.0,60kv,358,3595.509257,10.043322,8.019588,49.590333,"{""overhead"": 220, ""mixed"": 80, ""cable"": 58}","{""em exploração"": 356, ""desligado/reserva"": 2}",55,29,80,358
