facility_node_set,facility_buffer_m,endpoint_snap_threshold_m,merge_mode,circuit_id,classification,terminal_count,terminal_endpoint_cluster_ids,terminal_details_json,terminal_facility_uids,ambiguous_facility_match,mixed_voltage,mixed_status,voltage,status,voltage_values,status_values,segment_count,total_length_m,total_length_km,source_line_ids,line_ids,geometry_type,r,x,b,thermal_limit,transformer_impedance,tap_settings
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00036,inter-facility,2,"CL_0.5_00097,CL_0.5_02409","[{""endpoint_cluster_id"": ""CL_0.5_00097"", ""x"": -28152.638, ""y"": 56832.798, ""facility_uid"": ""SE_AT:0603S5022800"", ""facility_code"": ""0603S5022800"", ""facility_name"": ""ANTANHOL"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 33.785, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}, {""endpoint_cluster_id"": ""CL_0.5_02409"", ""x"": -24802.864, ""y"": 59546.545, ""facility_uid"": ""SE_AT:0603S5005100"", ""facility_code"": ""0603S5005100"", ""facility_name"": ""ALEGRIA"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 36.918, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}]","SE_AT:0603S5022800,SE_AT:0603S5005100",False,False,False,60kv,em exploração,60kv,em exploração,7,6817.1145395664835,6.817115,"666382434,666382450,751850539,279593116,279593130,300627800,279593123","ATSEG_00052_666382434,ATSEG_00053_666382450,ATSEG_00054_751850539,ATSEG_01362_279593116,ATSEG_01363_279593130,ATSEG_02192_300627800,ATSEG_05005_279593123",MultiLineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00037,isolated,2,"CL_0.5_00098,CL_0.5_00099","[{""endpoint_cluster_id"": ""CL_0.5_00098"", ""x"": -22403.982, ""y"": 56901.305, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}, {""endpoint_cluster_id"": ""CL_0.5_00099"", ""x"": -20239.347, ""y"": 55288.951, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}]",,False,False,False,60kv,desligado/reserva,60kv,desligado/reserva,1,2716.9815907810485,2.716982,753300298,ATSEG_00055_753300298,LineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00038,single-facility,2,"CL_0.5_05421,CL_0.5_05725","[{""endpoint_cluster_id"": ""CL_0.5_05421"", ""x"": -30338.544, ""y"": 48573.47, ""facility_uid"": ""SE_AT:0604S5005400"", ""facility_code"": ""0604S5005400"", ""facility_name"": ""CONDEIXA"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 31.573, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}, {""endpoint_cluster_id"": ""CL_0.5_05725"", ""x"": -24401.254, ""y"": 55322.143, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}]",SE_AT:0604S5005400,False,False,False,60kv,em exploração,60kv,em exploração,7,11128.225993792577,11.128226,"759860847,3411793,3411841,765419693,3411797,3411797,759861131","ATSEG_00056_759860847,ATSEG_00788_3411793,ATSEG_00790_3411841,ATSEG_02499_765419693,ATSEG_03722_3411797,ATSEG_03723_3411797,ATSEG_04055_759861131",MultiLineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00039,isolated,2,"CL_0.5_05724,CL_0.5_05875","[{""endpoint_cluster_id"": ""CL_0.5_05724"", ""x"": -24418.018, ""y"": 55277.118, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}, {""endpoint_cluster_id"": ""CL_0.5_05875"", ""x"": -38406.882, ""y"": 54050.569, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}]",,False,False,False,60kv,em exploração,60kv,em exploração,7,10777.877380747897,10.777877,"759861083,846070155,759860840,759860873,759860937,759860985,846070155","ATSEG_00057_759861083,ATSEG_00245_846070155,ATSEG_02493_759860840,ATSEG_02494_759860873,ATSEG_04053_759860937,ATSEG_04054_759860985,ATSEG_04272_846070155",MultiLineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00040,isolated,2,"CL_0.5_00104,CL_0.5_00105","[{""endpoint_cluster_id"": ""CL_0.5_00104"", ""x"": -25047.187, ""y"": 56391.803, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}, {""endpoint_cluster_id"": ""CL_0.5_00105"", ""x"": -24958.465, ""y"": 56451.613, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}]",,False,False,False,60kv,desligado/reserva,60kv,desligado/reserva,1,106.9995925232137,0.107,759861242,ATSEG_00058_759861242,LineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00041,tap / multi-terminal,6,"CL_0.5_01405,CL_0.5_02685,CL_0.5_04005,CL_0.5_04545,CL_0.5_05455,CL_0.5_05726","[{""endpoint_cluster_id"": ""CL_0.5_01405"", ""x"": -2355.492, ""y"": 64397.521, ""facility_uid"": ""SE_AT:0601S5003100"", ""facility_code"": ""0601S5003100"", ""facility_name"": ""FRONHAS"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 20.472, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}, {""endpoint_cluster_id"": ""CL_0.5_02685"", ""x"": -22404.543, ""y"": 56902.706, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}, {""endpoint_cluster_id"": ""CL_0.5_04005"", ""x"": -24025.937, ""y"": 56500.511, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}, {""endpoint_cluster_id"": ""CL_0.5_04545"", ""x"": 5466.241, ""y"": 65828.028, ""facility_uid"": ""SE_AT:0601S5025900"", ""facility_code"": ""0601S5025900"", ""facility_name"": ""ARGANIL"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 68.729, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}, {""endpoint_cluster_id"": ""CL_0.5_05455"", ""x"": -22747.697, ""y"": 58322.582, ""facility_uid"": ""SE_AT:0603S5005300"", ""facility_code"": ""0603S5005300"", ""facility_name"": ""ALTO DE SÃO JOÃO"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 29.808, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}, {""endpoint_cluster_id"": ""CL_0.5_05726"", ""x"": -24026.069, ""y"": 56501.503, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}]","SE_AT:0601S5003100,SE_AT:0601S5025900,SE_AT:0603S5005300",False,False,False,60kv,em exploração,60kv,em exploração,23,41410.136496988416,41.410136,"763231782,1604261926,1936660602,3411833,3411829,3411833,146261986,563469657,146261986,146261986,763231736,763231878,1604261926,1604261797,1604261926,1604261797,3411881,3411885,3411829,3412649,763231863,1604261926,753300241","ATSEG_00059_763231782,ATSEG_00517_1604261926,ATSEG_00593_1936660602,ATSEG_00789_3411833,ATSEG_00792_3411829,ATSEG_00793_3411833,ATSEG_01230_146261986,ATSEG_01528_563469657,ATSEG_02079_146261986,ATSEG_02124_146261986,ATSEG_02495_763231736,ATSEG_02496_763231878,ATSEG_02786_1604261926,ATSEG_02928_1604261797,ATSEG_02929_1604261926,ATSEG_02950_1604261797,ATSEG_03724_3411881,ATSEG_03725_3411885,ATSEG_03726_3411829,ATSEG_03761_3412649,ATSEG_04056_763231863,ATSEG_04489_1604261926,ATSEG_05333_753300241",MultiLineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00042,isolated,2,"CL_0.5_00108,CL_0.5_00109","[{""endpoint_cluster_id"": ""CL_0.5_00108"", ""x"": -24799.435, ""y"": 56397.047, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}, {""endpoint_cluster_id"": ""CL_0.5_00109"", ""x"": -24030.893, ""y"": 56499.848, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}]",,False,False,False,60kv,desligado/reserva,60kv,desligado/reserva,1,775.3868736273614,0.775387,763231802,ATSEG_00060_763231802,LineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00043,single-facility,2,"CL_0.5_04002,CL_0.5_04006","[{""endpoint_cluster_id"": ""CL_0.5_04002"", ""x"": -22370.743, ""y"": 62219.452, ""facility_uid"": ""SE_AT:0603S5006400"", ""facility_code"": ""0603S5006400"", ""facility_name"": ""CORRENTE"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 37.621, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}, {""endpoint_cluster_id"": ""CL_0.5_04006"", ""x"": -24415.92, ""y"": 55282.74, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}]",SE_AT:0603S5006400,False,False,False,60kv,em exploração,60kv,em exploração,10,8634.895111969767,8.634895,"763792382,222708988,222708887,700917327,763792105,1550944427,1550944530,34042599,763792261,222708858","ATSEG_00061_763792382,ATSEG_01361_222708988,ATSEG_02188_222708887,ATSEG_02492_700917327,ATSEG_02497_763792105,ATSEG_02862_1550944427,ATSEG_02863_1550944530,ATSEG_03339_34042599,ATSEG_04057_763792261,ATSEG_05003_222708858",MultiLineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00044,tap / multi-terminal,3,"CL_0.5_03729,CL_0.5_04007,CL_0.5_05001","[{""endpoint_cluster_id"": ""CL_0.5_03729"", ""x"": -38435.045, ""y"": 54068.379, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}, {""endpoint_cluster_id"": ""CL_0.5_04007"", ""x"": -24392.885, ""y"": 55344.589, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}, {""endpoint_cluster_id"": ""CL_0.5_05001"", ""x"": -31959.31, ""y"": 58736.05, ""facility_uid"": ""SE_AT:0603S5006100"", ""facility_code"": ""0603S5006100"", ""facility_name"": ""TAVEIRO"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 58.077, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}]",SE_AT:0603S5006100,False,False,False,60kv,em exploração,60kv,em exploração,9,14876.51176009185,14.876512,"765419682,405310339,283056753,283056753,460312643,763792208,10347738,3411761,460312629","ATSEG_00062_765419682,ATSEG_01526_405310339,ATSEG_02191_283056753,ATSEG_02265_283056753,ATSEG_02340_460312643,ATSEG_02498_763792208,ATSEG_03338_10347738,ATSEG_03552_3411761,ATSEG_05190_460312629",MultiLineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00045,single-facility,2,"CL_0.5_02118,CL_0.5_03392","[{""endpoint_cluster_id"": ""CL_0.5_02118"", ""x"": -96076.834, ""y"": -98356.293, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}, {""endpoint_cluster_id"": ""CL_0.5_03392"", ""x"": -104519.57, ""y"": -95285.355, ""facility_uid"": ""SE_AT:1111S5395000"", ""facility_code"": ""1111S5395000"", ""facility_name"": ""MEM MARTINS"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 15.265, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}]",SE_AT:1111S5395000,False,False,False,60kv,em exploração,60kv,em exploração,22,13692.120003334172,13.69212,"765784653,126199828,126200165,126200392,147984576,178937989,210978281,126199888,143854232,178969646,469202889,469203099,469203149,765784638,126199906,126200032,126200303,143854264,147984576,179029223,126200616,309829446","ATSEG_00063_765784653,ATSEG_01181_126199828,ATSEG_01182_126200165,ATSEG_01183_126200392,ATSEG_01190_147984576,ATSEG_01191_178937989,ATSEG_01197_210978281,ATSEG_01994_126199888,ATSEG_01995_143854232,ATSEG_02000_178969646,ATSEG_02286_469202889,ATSEG_02287_469203099,ATSEG_02288_469203149,ATSEG_04063_765784638,ATSEG_04800_126199906,ATSEG_04801_126200032,ATSEG_04802_126200303,ATSEG_04803_143854264,ATSEG_04804_147984576,ATSEG_04805_179029223,ATSEG_04809_126200616,ATSEG_04987_309829446",MultiLineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00046,inter-facility,2,"CL_0.5_00308,CL_0.5_04012","[{""endpoint_cluster_id"": ""CL_0.5_00308"", ""x"": -101267.59, ""y"": -46233.343, ""facility_uid"": ""SE_AT:1108S5729600"", ""facility_code"": ""1108S5729600"", ""facility_name"": ""LOURINHÃ"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 35.532, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}, {""endpoint_cluster_id"": ""CL_0.5_04012"", ""x"": -102216.715, ""y"": -37209.716, ""facility_uid"": ""SE_AT:1014S5001200"", ""facility_code"": ""1014S5001200"", ""facility_name"": ""ATOUGUIA"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 38.929, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}]","SE_AT:1108S5729600,SE_AT:1014S5001200",False,False,False,60kv,em exploração,60kv,em exploração,4,9751.082928526897,9.751083,"634506936,634507040,634507040,634692920","ATSEG_00064_634506936,ATSEG_00173_634507040,ATSEG_02502_634507040,ATSEG_02503_634692920",MultiLineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00047,inter-facility,2,"CL_0.5_00119,CL_0.5_04018","[{""endpoint_cluster_id"": ""CL_0.5_00119"", ""x"": -102218.968, ""y"": -37188.567, ""facility_uid"": ""SE_AT:1014S5001200"", ""facility_code"": ""1014S5001200"", ""facility_name"": ""ATOUGUIA"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 22.207, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}, {""endpoint_cluster_id"": ""CL_0.5_04018"", ""x"": -88275.316, ""y"": -27390.124, ""facility_uid"": ""SE_AT:1006S5005000"", ""facility_code"": ""1006S5005000"", ""facility_name"": ""SANTO ONOFRE"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 39.305, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}]","SE_AT:1014S5001200,SE_AT:1006S5005000",False,False,False,60kv,em exploração,60kv,em exploração,9,25005.604052772076,25.005604,"636636879,1603141302,636636147,636635701,1603141263,636635701,636636147,636636147,1603141263","ATSEG_00065_636636879,ATSEG_00515_1603141302,ATSEG_02504_636636147,ATSEG_02510_636635701,ATSEG_02938_1603141263,ATSEG_04064_636635701,ATSEG_04066_636636147,ATSEG_04072_636636147,ATSEG_04464_1603141263",MultiLineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00048,inter-facility,2,"CL_0.5_00120,CL_0.5_05102","[{""endpoint_cluster_id"": ""CL_0.5_00120"", ""x"": -78792.369, ""y"": -115587.886, ""facility_uid"": ""SE_AT:1504S5020700"", ""facility_code"": ""1504S5020700"", ""facility_name"": ""VILA CHÃ"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 50.587, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}, {""endpoint_cluster_id"": ""CL_0.5_05102"", ""x"": -79312.557, ""y"": -119552.113, ""facility_uid"": ""SE_AT:1504S5020200"", ""facility_code"": ""1504S5020200"", ""facility_name"": ""COINA"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 35.218, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}]","SE_AT:1504S5020700,SE_AT:1504S5020200",False,False,False,60kv,em exploração,60kv,em exploração,4,4086.4483258139985,4.086448,"636557140,83175,676764413,83181","ATSEG_00066_636557140,ATSEG_00647_83175,ATSEG_02506_676764413,ATSEG_03425_83181",MultiLineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00049,inter-facility,2,"CL_0.5_00125,CL_0.5_03901","[{""endpoint_cluster_id"": ""CL_0.5_00125"", ""x"": -81757.11, ""y"": -34366.605, ""facility_uid"": ""SE_AT:1012S5000500"", ""facility_code"": ""1012S5000500"", ""facility_name"": ""SANCHEIRA"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 84.079, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}, {""endpoint_cluster_id"": ""CL_0.5_03901"", ""x"": -88263.75, ""y"": -27373.897, ""facility_uid"": ""SE_AT:1006S5005000"", ""facility_code"": ""1006S5005000"", ""facility_name"": ""SANTO ONOFRE"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 19.919, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}]","SE_AT:1012S5000500,SE_AT:1006S5005000",False,False,False,60kv,em exploração,60kv,em exploração,6,12234.63285887333,12.234633,"636635687,636635719,636636090,475858618,636636109,636635687","ATSEG_00067_636635687,ATSEG_00068_636635719,ATSEG_00073_636636090,ATSEG_02409_475858618,ATSEG_02508_636636109,ATSEG_04069_636635687",MultiLineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00050,inter-facility,2,"CL_0.5_00129,CL_0.5_04015","[{""endpoint_cluster_id"": ""CL_0.5_00129"", ""x"": -81738.522, ""y"": -34346.625, ""facility_uid"": ""SE_AT:1012S5000500"", ""facility_code"": ""1012S5000500"", ""facility_name"": ""SANCHEIRA"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 80.622, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}, {""endpoint_cluster_id"": ""CL_0.5_04015"", ""x"": -102217.68, ""y"": -37201.949, ""facility_uid"": ""SE_AT:1014S5001200"", ""facility_code"": ""1014S5001200"", ""facility_name"": ""ATOUGUIA"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 32.082, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}]","SE_AT:1012S5000500,SE_AT:1014S5001200",False,False,False,60kv,em exploração,60kv,em exploração,12,22603.181174637743,22.603181,"636635734,636635752,636635972,636636083,1603141314,1603141314,636636223,636635835,636635885,1603141276,1603141276,1603141276","ATSEG_00069_636635734,ATSEG_00070_636635752,ATSEG_00071_636635972,ATSEG_00072_636636083,ATSEG_00514_1603141314,ATSEG_00516_1603141314,ATSEG_02505_636636223,ATSEG_02507_636635835,ATSEG_04065_636635885,ATSEG_04463_1603141276,ATSEG_04465_1603141276,ATSEG_04466_1603141276",MultiLineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00051,tap / multi-terminal,3,"CL_0.5_02562,CL_0.5_05259,CL_0.5_05735","[{""endpoint_cluster_id"": ""CL_0.5_02562"", ""x"": -80984.137, ""y"": -34650.818, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}, {""endpoint_cluster_id"": ""CL_0.5_05259"", ""x"": -85132.927, ""y"": -30976.503, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}, {""endpoint_cluster_id"": ""CL_0.5_05735"", ""x"": -81744.393, ""y"": -34330.659, ""facility_uid"": ""SE_AT:1012S5000500"", ""facility_code"": ""1012S5000500"", ""facility_name"": ""SANCHEIRA"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 66.288, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}]",SE_AT:1012S5000500,False,False,False,60kv,em exploração,60kv,em exploração,5,5113.604024979394,5.113604,"669955172,669955384,291462686,3411997,669955378","ATSEG_00074_669955172,ATSEG_00075_669955384,ATSEG_01456_291462686,ATSEG_03563_3411997,ATSEG_04067_669955378",MultiLineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00052,isolated,2,"CL_0.5_00139,CL_0.5_05683","[{""endpoint_cluster_id"": ""CL_0.5_00139"", ""x"": -74987.201, ""y"": -36596.793, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}, {""endpoint_cluster_id"": ""CL_0.5_05683"", ""x"": -73908.007, ""y"": -38023.33, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}]",,False,False,False,60kv,em exploração,60kv,em exploração,4,2009.1050084168228,2.009105,"661874567,661973058,661874577,10329461","ATSEG_00076_661874567,ATSEG_00077_661973058,ATSEG_02512_661874577,ATSEG_04009_10329461",MultiLineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00053,single-facility,2,"CL_0.5_00141,CL_0.5_05736","[{""endpoint_cluster_id"": ""CL_0.5_00141"", ""x"": -74984.367, ""y"": -36583.463, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}, {""endpoint_cluster_id"": ""CL_0.5_05736"", ""x"": -81733.238, ""y"": -34340.644, ""facility_uid"": ""SE_AT:1012S5000500"", ""facility_code"": ""1012S5000500"", ""facility_name"": ""SANCHEIRA"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 81.129, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}]",SE_AT:1012S5000500,False,False,False,60kv,em exploração,60kv,em exploração,4,8449.18345184432,8.449183,"679826752,679827054,679827054,679826702","ATSEG_00078_679826752,ATSEG_02509_679827054,ATSEG_02513_679827054,ATSEG_04068_679826702",MultiLineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
