line_id,line_name,scenario_family,variant_id,scenario_value,metric_max_loading_percent,over_80_loading_flag,over_100_loading_flag,top_congested_flag,binding_under_internal_dispatch_flag,asset_type,from_bus,to_bus,source_scenario_id,bottleneck_persistence_count
16,ATPL_00063,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,parallel_equivalent_2x,,47.36335844945215,False,False,False,False,overhead,478,480,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,0
17,ATPL_00064,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,parallel_equivalent_2x,,39.04855232154642,False,False,False,False,overhead,480,474,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,0
20,ATPL_00075,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,parallel_equivalent_2x,,131.3868167859274,True,True,True,True,mixed,407,542,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,15
29,ATPL_00141,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,parallel_equivalent_2x,,26.189230765914225,False,False,False,False,cable,407,421,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,0
32,ATPL_00147,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,parallel_equivalent_2x,,70.94652475639211,False,False,False,False,mixed,542,544,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,1
42,ATPL_00229,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,parallel_equivalent_2x,,30.708011649441712,False,False,False,False,cable,429,407,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,0
46,ATPL_00244,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,parallel_equivalent_2x,,64.82514204844439,False,False,False,False,mixed,458,478,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,2
52,ATPL_00273,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,parallel_equivalent_2x,,29.02020257306656,False,False,False,False,cable,407,419,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,0
57,ATPL_00304,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,parallel_equivalent_2x,,74.15580670876552,False,False,False,False,mixed,458,544,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,4
5,ATPL_00013,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,parallel_equivalent_4x,,23.37595239041904,False,False,False,False,cable,408,429,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,0
16,ATPL_00063,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,parallel_equivalent_4x,,47.36335844945213,False,False,False,False,overhead,478,480,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,0
17,ATPL_00064,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,parallel_equivalent_4x,,39.04855232154643,False,False,False,False,overhead,480,474,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,0
20,ATPL_00075,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,parallel_equivalent_4x,,131.3868167859275,True,True,True,True,mixed,407,542,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,15
29,ATPL_00141,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,parallel_equivalent_4x,,26.189230765914235,False,False,False,False,cable,407,421,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,0
32,ATPL_00147,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,parallel_equivalent_4x,,35.47326237819605,False,False,False,False,mixed,542,544,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,1
42,ATPL_00229,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,parallel_equivalent_4x,,30.708011649441723,False,False,False,False,cable,429,407,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,0
46,ATPL_00244,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,parallel_equivalent_4x,,64.82514204844439,False,False,False,False,mixed,458,478,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,2
52,ATPL_00273,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,parallel_equivalent_4x,,29.02020257306657,False,False,False,False,cable,407,419,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,0
57,ATPL_00304,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,parallel_equivalent_4x,,74.15580670876555,False,False,False,False,mixed,458,544,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,4
5,ATPL_00013,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,parallel_equivalent_6x,,23.37595239041904,False,False,False,False,cable,408,429,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,0
16,ATPL_00063,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,parallel_equivalent_6x,,47.36335844945214,False,False,False,False,overhead,478,480,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,0
17,ATPL_00064,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,parallel_equivalent_6x,,39.04855232154644,False,False,False,False,overhead,480,474,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,0
20,ATPL_00075,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,parallel_equivalent_6x,,131.3868167859274,True,True,True,True,mixed,407,542,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,15
29,ATPL_00141,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,parallel_equivalent_6x,,26.189230765914225,False,False,False,False,cable,407,421,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,0
32,ATPL_00147,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,parallel_equivalent_6x,,23.648841585464048,False,False,False,False,mixed,542,544,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,1
42,ATPL_00229,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,parallel_equivalent_6x,,30.708011649441723,False,False,False,False,cable,429,407,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,0
46,ATPL_00244,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,parallel_equivalent_6x,,64.82514204844443,False,False,False,False,mixed,458,478,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,2
52,ATPL_00273,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,parallel_equivalent_6x,,29.02020257306657,False,False,False,False,cable,407,419,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,0
57,ATPL_00304,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,parallel_equivalent_6x,,74.15580670876552,False,False,False,False,mixed,458,544,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,4
5,ATPL_00013,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,s29_foundation_only,,23.375952390419044,False,False,False,False,cable,408,429,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,0
16,ATPL_00063,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,s29_foundation_only,,47.36335844945215,False,False,False,False,overhead,478,480,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,0
17,ATPL_00064,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,s29_foundation_only,,39.04855232154643,False,False,False,False,overhead,480,474,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,0
20,ATPL_00075,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,s29_foundation_only,,131.38681678592744,True,True,False,True,mixed,407,542,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,15
29,ATPL_00141,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,s29_foundation_only,,26.18923076591425,False,False,False,False,cable,407,421,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,0
32,ATPL_00147,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,s29_foundation_only,,141.89304951278413,True,True,True,True,mixed,542,544,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,1
42,ATPL_00229,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,s29_foundation_only,,30.70801164944171,False,False,False,False,cable,429,407,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,0
46,ATPL_00244,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,s29_foundation_only,,64.82514204844443,False,False,False,False,mixed,458,478,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,2
52,ATPL_00273,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,s29_foundation_only,,29.02020257306657,False,False,False,False,cable,407,419,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,0
57,ATPL_00304,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,s29_foundation_only,,74.15580670876552,False,False,False,False,mixed,458,544,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,4
