component_index,bus_id,voltage_kv,interconnector_name,boundary_basis
0,BUS:JUNCTION:400:03798,400,Alto Lindoso - Cartelle (Galicia),PHYSICAL_400KV_CROSS_BORDER_INTERCONNECTOR
0,BUS:OSM:way:47911346:400,400,Lagoaça - Aldeadávila (Douro),PHYSICAL_400KV_CROSS_BORDER_INTERCONNECTOR
0,BUS:OSM:way:84526032:400,400,Falagueira - Cedillo (Tejo),PHYSICAL_400KV_CROSS_BORDER_INTERCONNECTOR
0,BUS:JUNCTION:400:03946,400,Alqueva - Brovales/Balboa (Alentejo),PHYSICAL_400KV_CROSS_BORDER_INTERCONNECTOR
0,BUS:JUNCTION:400:03926,400,Tavira - Puebla de Guzmán (Algarve),PHYSICAL_400KV_CROSS_BORDER_INTERCONNECTOR
