generator_id,source_id,name,generation_source,bus_id,p_mw,q_mvar,p_status,q_status,operating_point_status
GEN:00002,OSM:node:8342148580,,gas,BUS:OSM:relation:17294947:400,169.9873161932365,-49.49855157885498,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00003,OSM:node:4337573747,,gas,BUS:OSM:relation:19645437:400,162.6672882231928,-46.365550117530454,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00004,OSM:node:4337573748,,gas,BUS:OSM:relation:19645437:400,162.6672882231928,-46.365550117530454,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00005,OSM:node:13168164418,Grupo 2,gas,BUS:OSM:relation:17290041:400,159.41394245872897,58.21691036837758,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00006,OSM:node:13168164417,Grupo 1,gas,BUS:OSM:relation:17290041:400,159.41394245872897,58.21691036837758,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00007,OSM:node:13168164419,Grupo 3,gas,BUS:OSM:relation:17290041:400,159.41394245872897,58.21691036837758,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00008,OSM:node:12188389776,,hydro,BUS:OSM:way:151077578:150,325.13124233610654,-3.6951982356340927,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00009,OSM:node:13168337211,,gas,BUS:OSM:relation:19645523:220,134.20051278413405,99.48796658539062,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00010,OSM:node:13168337209,,gas,BUS:OSM:relation:19645523:220,134.20051278413405,99.48796658539062,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00011,OSM:node:7538670959,,hydro,BUS:OSM:way:135457228:400,264.27334312960454,-37.134851759475126,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00012,OSM:node:13067752049,,hydro,BUS:OSM:relation:19585241:220,205.08278362739028,-8.430251980320124,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00013,OSM:relation:14554338,Central Fotovoltaica Riccardo Totta,solar,BUS:OSM:way:791358190:400,0.6152925906745284,-110.0,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00014,OSM:node:7172675199,,hydro,BUS:OSM:way:767739005:400,183.40736747164988,-57.66421284375888,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00015,OSM:node:11375788309,,hydro,BUS:OSM:way:397005282:150,172.56965939377963,8.436812808900857,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00016,OSM:relation:14554340,Central Fotovoltaica de Rio Maior,solar,BUS:OSM:way:1331154119:400,0.5705440386254718,101.59759255534973,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00017,OSM:relation:21056109,Central Fotovoltaica de Cerca,solar,BUS:OSM:way:1298167959:400,0.5655098265199527,0.13708112309261367,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00018,OSM:node:13110511465,Grupo 4,hydro,BUS:OSM:way:144385776:220,160.89828146376553,-25.345442849119866,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00019,OSM:node:7521835687,,hydro,BUS:OSM:relation:17294958:220,159.23094175947782,-7.809646221994317,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00020,OSM:relation:16950219,Parque Solar Escalabis,solar,BUS:OSM:way:1320046267:220,0.5285922710794811,49.8803150842179,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00021,OSM:relation:18272546,Central Solar Fotovoltaica de Santas,solar,BUS:OSM:way:144601080:400,0.5034212105518868,-90.0,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00023,OSM:relation:16408752,Parque Solar de Alcoutim,solar,BUS:OSM:way:1154057619:150,0.4027369684415094,-1.59846097996955,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00024,OSM:way:449923115,Central Hidroelétrica do Baixo Sabor - Escalão de Montante,hydro,BUS:OSM:way:771616113:220,120.04845870871627,-23.558359137943658,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00025,OSM:node:11345234892,,hydro,BUS:OSM:way:1258290323:400,114.2127697437092,-22.08115624803103,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00026,OSM:way:1230725911,Central de Cogeração da Fábrica de Polímeros Sines Repsol,gas,BUS:OSM:way:163214309:150,3.384018983267411,68.0,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00029,OSM:relation:14053076,Parque Eólico de Arada / Montemuro,wind,BUS:OSM:way:144439472:400,112.8257693799351,-55.376196637479346,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00030,OSM:node:13069053775,,hydro,BUS:OSM:way:1256744849:400,108.04361283784463,-14.538140237461619,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00031,OSM:node:13069053773,Grupo 1,hydro,BUS:OSM:way:648169311:400,108.04361283784463,-16.169726717332786,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00032,OSM:node:13069053772,Grupo 2,hydro,BUS:OSM:way:648169311:400,108.04361283784463,-16.169726717332786,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00033,OSM:relation:16950359,Central Solar Fotovoltaica do Fundão,solar,BUS:OSM:way:1320416427:220,0.3537932396378537,-11.659318304571059,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00034,OSM:relation:20417325,Central Solar Fotovoltaica Douro Solar,solar,BUS:OSM:way:1497096638:220,0.3534016898074245,-0.6538778190145733,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00035,OSM:way:1194063099,Central de Energia da Navigator Pulp Figueira,biomass,BUS:OSM:way:144554435:400,67.20831397346848,63.15,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00038,OSM:node:13061006484,,hydro,BUS:OSM:relation:19651625:220,93.70449138097023,7.1831227439616825,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00041,OSM:relation:14047528,Parque Eólico das Terras Altas de Fafe,wind,BUS:OSM:way:151084399:150,89.92128988175278,19.351957112544675,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00042,OSM:way:1205267641,Central de Cogeração EUROPA&C Energia Viana,biomass;gas,BUS:OSM:way:151061928:150,55.182123191200965,51.85,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00043,OSM:node:12188389779,,hydro,BUS:OSM:way:151077578:150,105.34041937391859,-0.9190621252730947,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00044,OSM:node:12188389778,,hydro,BUS:OSM:way:151077578:150,105.34041937391859,-0.9190621252730947,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00045,OSM:relation:18156368,Central Solar Fotovoltaica do Cabeço Vermelho,solar,BUS:OSM:way:1323460918:220,0.2673725984931132,-1.5204754377672245,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00047,OSM:node:13124255909,,hydro,BUS:OSM:way:127205653:220,89.48505728258654,-17.898096513532796,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00048,OSM:way:920235419,Central de Cogeração da Refinaria de Sines,gas;oil,BUS:OSM:way:1251989051:150,1.9905994019220061,40.0,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00049,OSM:node:10695163804,,hydro,BUS:OSM:way:1421833203:400,86.87869639086071,-10.952868249391914,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00050,OSM:node:10695167705,,hydro,BUS:OSM:way:1421833203:400,86.87869639086071,-10.952868249391914,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00051,OSM:node:11377563073,,hydro,BUS:OSM:relation:17294958:220,86.33570453841783,-3.2506119091547028,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00052,OSM:node:11377563071,,hydro,BUS:OSM:relation:17294958:220,86.33570453841783,-3.2506119091547028,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00053,OSM:node:11377560268,,hydro,BUS:OSM:relation:17294958:220,86.33570453841783,-3.2506119091547028,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00054,OSM:node:13123291267,,hydro,BUS:EREDES:0117S5023700:60,79.92840067959185,10.322238864115727,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00055,OSM:node:12383407413,Grupo 2,hydro,BUS:OSM:way:151069425:150,79.92840067959185,6.606058264485268,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00056,OSM:node:13075884421,,hydro,BUS:OSM:way:1422828550:220,79.43970801239327,26.664664330323625,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00057,OSM:node:13075884439,,hydro,BUS:OSM:way:1422828550:220,79.43970801239327,26.664664330323625,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00059,OSM:relation:20311545,Central Fotovoltaica de Torre Bela,solar,BUS:OSM:way:1331154119:400,0.1901813462084906,33.86586418511658,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00060,OSM:node:7521776100,Grupo 1,hydro,BUS:OSM:way:151069425:150,73.52109682076588,6.076496528609412,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00061,OSM:way:1317983012,Central de Cogeração em Ciclo Combinado da Navigator Paper Figueira,gas,BUS:EREDES:0605P5020300:60,1.6671269991096804,9.703435777572412,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00062,OSM:relation:14019550,Parque Eólico de Malhanito,wind,BUS:OSM:way:201459319:150,56.58254750106519,20.187454819547323,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00063,OSM:way:1168302806,Central Fotovoltaica do Pinhal Novo,solar,BUS:EREDES:1508S5902400:60,0.17759581594469337,16.96166585216446,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00064,OSM:node:13121730237,,hydro,BUS:OSM:way:1258290321:220,68.85136688975712,4.973742398506068,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00065,OSM:node:13121730235,,hydro,BUS:OSM:way:1258290321:220,68.85136688975712,4.973742398506068,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00066,OSM:node:13605489936,,hydro,BUS:OSM:relation:15715982:220,67.87398155535992,-25.79613879758617,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00067,OSM:relation:14019318,Parque Eólico de Barão de São João,wind,BUS:EREDES:0803S5904000:60,52.93479706246578,-3.1320473656522236,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00068,OSM:node:13067373363,,hydro,BUS:OSM:relation:19585241:220,67.33098970291705,-2.1246976535766167,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00069,OSM:relation:8455227,Central Solar Fotovoltaica de Amareleja (Acciona),solar,BUS:EREDES:0210S5050700:60,0.17340063919009435,0.6591745991039603,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00070,OSM:relation:10608606,Central Solar Fotovoltaica Ourika!,solar,BUS:OSM:way:115732510:150,0.16780707018396218,27.84283714154184,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00071,OSM:relation:14027695,Parque Eólico da Lousã II,wind,BUS:EREDES:0609P5021200:60,50.898843329294024,-4.8083845436775885,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00072,OSM:node:13110511467,,hydro,BUS:OSM:way:144385776:220,63.89928119547805,-7.727076980529601,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00073,OSM:node:13094879206,,hydro,BUS:OSM:way:144396428:220,63.89928119547805,20.52800670942394,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00074,OSM:node:13110511468,,hydro,BUS:OSM:way:144385776:220,63.89928119547805,-7.727076980529601,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00075,OSM:node:13121926104,,hydro,BUS:OSM:way:127205641:220,62.552661401419705,-18.684027598489887,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00076,OSM:node:13121926105,,hydro,BUS:OSM:way:127205641:220,62.552661401419705,-18.684027598489887,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00077,OSM:node:13065357668,Grupo 1,hydro,BUS:OSM:way:1259166797:400,61.90107117848825,-6.898694577982072,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00078,OSM:node:13065357669,Grupo 2,hydro,BUS:OSM:way:1259166797:400,61.90107117848825,-6.898694577982072,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00079,OSM:node:3810714571,Grupo 4,hydro,BUS:OSM:way:1258323290:150,60.782507962455924,-11.320343177101652,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00081,OSM:node:13191303698,,biomass,BUS:EREDES:1512S5031200:60,28.681932883372532,5.5726087958456745,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00082,OSM:node:13780940994,,waste,BUS:EREDES:1107S5167800:60,13.54646580554896,25.3,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00083,OSM:relation:14037914,Sub-parque Eólico de Testos II,wind,BUS:EREDES:1805P5021600:60,42.924691207704626,-7.122299493072729,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00084,OSM:way:814287394,Central Solar da Herdade do Quintal,solar,BUS:OSM:way:115732510:150,0.13983922515330183,23.2023642846182,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00085,OSM:relation:14030181,Parque Eólico do Pisco,wind,BUS:EREDES:0913P5021500:60,42.4157027744117,-5.493091191376685,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00086,OSM:relation:20122744,Central Fotovoltaica de Famalicão - Gemunde,solar,BUS:EREDES:0312S5002700:60,0.13704244065023582,24.5,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00087,OSM:way:639544804,Central Fotovoltaica de Mogadouro,solar,BUS:EREDES:0408S5010300:60,0.13701447280520518,1.8225448162622124,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00088,OSM:way:1051929577,Central Fotovoltaica de Morgado do Arge - Cotovio,solar,BUS:OSM:way:163194137:150,0.13681869788999054,24.46,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00089,OSM:way:1153909687,Central Fotovoltaica de São Marcos,solar,BUS:OSM:way:1154057619:150,0.13676276219992922,-0.5428107077813263,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00090,OSM:way:1059903010,Central Solar de Ínsua,solar,BUS:EREDES:0213P5906100:60,0.13564404839870278,4.750385636602015,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
