scaling,converged,vm_pu_min,vm_pu_max,line_loading_percent_max,transformer_loading_percent_max,load_p_mw,generation_p_mw,generator_q_mvar,q_limit_violations,within_declared_screening_limits
0.5,True,0.9749159455751801,1.0150164104794548,45.10382424312161,39.723121014504734,5134.4,5016.1,-1861.9736321508537,0,True
0.75,True,0.9543159367529207,1.0132643648795323,69.57240943469453,60.7051841911916,7701.599999999999,7524.149999999999,-656.1692490391131,0,True
1.0,True,0.929314873920144,1.0117078868164282,94.9380074880623,83.4410598653807,10268.8,10032.2,793.1288281741239,0,True
1.1,True,0.9167946858268433,1.0126394781942165,105.48002262528388,93.15232979668392,11295.68,11035.419999999998,1443.4210730703885,0,False
1.2,True,0.9040146024831719,1.0135606495159712,116.28820003357201,103.12638305854378,12322.559999999998,12038.639999999998,2190.262231332312,0,False
