load_id,bus_id,p_mw,q_mvar,observed_p_mw,ren_residual_p_mw,power_factor,substation_name,facility_code,timestamp,source_status,reactive_power_status,network_connection_status,in_service_scenario,operating_point_status
LOAD:00323,BUS:EREDES:1419S5627800:60,26.63,6.674107116532868,26.63,0.0,0.97,SERRADA GRANDE,1419S5627800,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00324,BUS:EREDES:1420S5664400:60,15.13,3.791935436467979,15.13,0.0,0.97,ALMOUROL,1420S5664400,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00325,BUS:EREDES:1421S5002900:60,26.42,6.62147615541864,26.42,0.0,0.97,OURÉM,1421S5002900,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00326,BUS:EREDES:1421S5004500:60,27.23,6.8244812911449495,27.23,0.0,0.97,FÁTIMA,1421S5004500,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00327,BUS:EREDES:1501S5053800:60,7.6,1.9047395450863611,7.6,0.0,0.97,ALCÁCER DO SAL,1501S5053800,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00328,BUS:EREDES:1501S5053900:60,5.861800000000001,1.4691055612351622,5.861800000000001,0.0,0.97,VALE DE GAIO,1501S5053900,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00329,BUS:EREDES:1501S5054200:60,8.2175,2.059499633124628,8.2175,0.0,0.97,COMPORTA,1501S5054200,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00330,BUS:EREDES:1502S5030600:60,47.93,12.012390315261747,47.93,0.0,0.97,SÃO FRANCISCO,1502S5030600,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00331,BUS:EREDES:1503S5020400:60,25.3,6.340777696142755,25.3,0.0,0.97,SOBREDA,1503S5020400,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00332,BUS:EREDES:1503S5021100:60,22.51,5.641537784196578,22.51,0.0,0.97,PORTAGEM,1503S5021100,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00333,BUS:EREDES:1503S5021300:60,30.54,7.65404548775493,30.54,0.0,0.97,AROEIRA,1503S5021300,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00334,BUS:EREDES:1503S5021500:60,21.52,5.393420396086643,21.52,0.0,0.97,MUTELA,1503S5021500,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00335,BUS:EREDES:1503S5021700:60,35.05,8.784358033589072,35.05,0.0,0.97,LARANJEIRO,1503S5021700,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00336,BUS:EREDES:1503S5022800:60,21.29,5.335776962485346,21.29,0.0,0.97,COSTA DA CAPARICA,1503S5022800,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00337,BUS:EREDES:1504S5020200:60,37.52,9.40339838574214,37.52,0.0,0.97,COINA,1504S5020200,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00338,BUS:EREDES:1504S5020300:60,33.22,8.325716801022226,33.22,0.0,0.97,BARREIRO,1504S5020300,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00339,BUS:EREDES:1504S5020700:60,10.54,2.6415730006855584,10.54,0.0,0.97,VILA CHÃ,1504S5020700,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00340,BUS:EREDES:1504S5022700:60,15.09,3.7819104914938406,15.09,0.0,0.97,QUIMIPARQUE,1504S5022700,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00341,BUS:EREDES:1506S5031400:60,27.84,6.977361702000565,27.84,0.0,0.97,MOITA,1506S5031400,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00342,BUS:EREDES:1507S5030900:60,12.82,3.2129948642114674,12.82,0.0,0.97,PEGÕES,1507S5030900,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00343,BUS:EREDES:1507S5900600:60,15.1,3.784416727737375,15.1,0.0,0.97,MONTIJO,1507S5900600,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00344,BUS:EREDES:1508S5031800:60,15.65,3.922259721131783,15.65,0.0,0.97,CARRASCAS,1508S5031800,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00345,BUS:EREDES:1508S5902400:60,13.41,3.3608628025800136,13.41,0.0,0.97,PINHAL NOVO,1508S5902400,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00346,BUS:EREDES:1508S5903500:60,12.43,3.1152516507136143,12.43,0.0,0.97,QUINTA DO ANJO,1508S5903500,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00347,BUS:EREDES:1509S5054000:60,25.29,6.33827145989922,25.29,0.0,0.97,SANTIAGO,1509S5054000,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00348,BUS:EREDES:1510S5021200:60,38.18,9.56880997781543,38.18,0.0,0.97,FOGUETEIRO,1510S5021200,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00349,BUS:EREDES:1510S5022300:60,23.06,5.779380777590985,23.06,0.0,0.97,SEIXAL,1510S5022300,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00350,BUS:EREDES:1511S5020600:60,33.83,8.478597211877842,33.83,0.0,0.97,QUINTA DO CONDE,1511S5020600,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00351,BUS:EREDES:1511S5021000:60,20.26,5.077634629401274,20.26,0.0,0.97,SANTANA,1511S5021000,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00352,BUS:EREDES:1512S5030700:60,40.204699999999995,10.076247630043897,40.204699999999995,0.0,0.97,SÃO SEBASTIÃO,1512S5030700,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00353,BUS:EREDES:1512S5031200:60,6.91,1.731809244282468,6.91,0.0,0.97,SADO,1512S5031200,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00354,BUS:EREDES:1512S5031900:60,22.25,5.576375641864676,22.25,0.0,0.97,TERROA,1512S5031900,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00355,BUS:EREDES:1512S5032400:60,24.816000000000003,6.219475861955677,24.816000000000003,0.0,0.97,BRASIL,1512S5032400,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00356,BUS:EREDES:1513S5054400:60,20.24,5.072622156914203,20.24,0.0,0.97,MONTE FEIO,1513S5054400,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00357,BUS:EREDES:1513S5907600:60,0.0,0.0,0.0,0.0,0.97,SINES,1513S5907600,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,REN_RESIDUAL_PTD_SPATIAL_ALLOCATION_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00358,BUS:EREDES:1601S5024900:60,14.94,3.744316947840821,14.94,0.0,0.97,MOGUEIRAS,1601S5024900,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00359,BUS:EREDES:1602S5021100:60,9.14,2.290699926590703,9.14,0.0,0.97,ÂNCORA,1602S5021100,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00360,BUS:EREDES:1603S5021700:60,5.0,1.2531181217673428,5.0,0.0,0.97,ROUSSAS,1603S5021700,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00361,BUS:EREDES:1604S5007400:60,17.73,4.443556859786998,17.73,0.0,0.97,TROVISCOSO,1604S5007400,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00362,BUS:EREDES:1606S5011500:60,11.59,2.904727806256701,11.59,0.0,0.97,TOUVEDO,1606S5011500,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00363,BUS:EREDES:1607S5006400:60,31.39,7.867075568455379,31.39,0.0,0.97,FEITOSA,1607S5006400,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00364,BUS:EREDES:1608S5006800:60,13.3,3.3332942039011324,13.3,0.0,0.97,VALENÇA,1608S5006800,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00365,BUS:EREDES:1609S5001100:60,30.17,7.561314746744148,30.17,0.0,0.97,SANTA MARTA DE PORTUZELO,1609S5001100,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00366,BUS:EREDES:1609S5011200:60,35.25,8.834482758459767,35.25,0.0,0.97,SÃO ROMÃO DE NEIVA,1609S5011200,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00367,BUS:EREDES:1609S5021900:60,9.38,2.3508495964355354,9.38,0.0,0.97,MONSERRATE,1609S5021900,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00368,BUS:EREDES:1609S5025600:60,7.67,1.922283198791104,7.67,0.0,0.97,LANHESES,1609S5025600,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00369,BUS:EREDES:1610S5001400:60,0.0,0.0,0.0,0.0,0.97,FRANCE,1610S5001400,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,REN_RESIDUAL_PTD_SPATIAL_ALLOCATION_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00370,BUS:EREDES:1610S5025800:60,7.56,1.8947146001122224,7.56,0.0,0.97,Vila Nova de Cerveira,1610S5025800,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00371,BUS:EREDES:1701S5003400:60,14.34,3.5939427732287395,14.34,0.0,0.97,PINHÃO,1701S5003400,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00372,BUS:EREDES:1703S5002100:60,8.82,2.210500366797593,8.82,0.0,0.97,VIDAGO,1703S5002100,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00373,BUS:EREDES:1703S5004900:60,29.96,7.508683785629919,29.96,0.0,0.97,CHAVES,1703S5004900,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00374,BUS:EREDES:1706S5015000:60,4.42,1.107756419642331,4.42,0.0,0.97,MORGADE,1706S5015000,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00375,BUS:EREDES:1706S5021200:60,0.03,0.007518708730604,0.03,0.0,0.97,VILA DA PONTE,1706S5021200,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00376,BUS:EREDES:1712S5015100:60,10.01,2.5087424797782205,10.01,0.0,0.97,VALPAÇOS,1712S5015100,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00377,BUS:EREDES:1713S5014700:60,3.45,0.8646515040194667,3.45,0.0,0.97,SOUTELO,1713S5014700,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00378,BUS:EREDES:1714S5006100:60,3.04,0.7618958180345445,3.04,0.0,0.97,TELHEIRA,1714S5006100,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00379,BUS:EREDES:1714S5022900:60,0.0,0.0,0.0,0.0,0.97,JORJAIS,1714S5022900,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,REN_RESIDUAL_PTD_SPATIAL_ALLOCATION_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00380,BUS:EREDES:1802S5010800:60,7.64,1.9147644900605,7.64,0.0,0.97,CARREGAL DO SAL,1802S5010800,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00381,BUS:EREDES:1803S5004800:60,4.8,1.202993396896649,4.8,0.0,0.97,CASTRO DAIRE,1803S5004800,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00382,BUS:EREDES:1805S5001700:60,0.0,0.0,0.0,0.0,0.97,VAROSA,1805S5001700,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,REN_RESIDUAL_PTD_SPATIAL_ALLOCATION_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00383,BUS:EREDES:1805S5011300:60,4.51,1.1303125458341432,4.51,0.0,0.97,LAMEGO,1805S5011300,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00384,BUS:EREDES:1806S5008500:60,13.8,3.4586060160778667,13.8,0.0,0.97,MANGUALDE,1806S5008500,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00385,BUS:EREDES:1807S5009800:60,16.79,4.207970652894737,16.79,0.0,0.97,VILA DA RUA,1807S5009800,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00386,BUS:EREDES:1808S5009500:60,13.37,3.3508378576058746,13.37,0.0,0.97,MORTÁGUA,1808S5009500,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00387,BUS:EREDES:1809S5004900:60,13.71,3.4360498898860543,13.71,0.0,0.97,NELAS,1809S5004900,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00388,BUS:EREDES:1817S5010700:60,9.92,2.486186353586408,9.92,0.0,0.97,SÁTÃO,1817S5010700,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00389,BUS:EREDES:1821S5009100:60,9.77,2.448592809933388,9.77,0.0,0.97,TONDELA,1821S5009100,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00390,BUS:EREDES:1823S5004600:60,16.44,4.120252384371024,16.44,0.0,0.97,ORGENS,1823S5004600,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00391,BUS:EREDES:1823S5009300:60,10.37,2.598966984545469,10.37,0.0,0.97,GUMIEI,1823S5009300,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
