bus_id,voltage_kv,lon,lat,facility_id,facility_name,facility_code,facility_type,source,source_status,endpoint_match_distance_m
BUS:EREDES:0303S5020700:60,60,-8.43195233319339,41.4967091125347,EREDES:0303S5020700,LAMAS,0303S5020700,substation,E-REDES,DIRECT_EREDES,9.471337505952693
BUS:JUNCTION:60:00001,60,-8.34223906083395,39.48870778270226,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00002,60,-8.366483477567145,39.48676484973115,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00003,60,-8.396543678746767,39.479783845775685,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00004,60,-8.399897048641352,39.47684561839676,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:EREDES:0114S5001700:60,60,-8.60604013704436,40.4874150701647,EREDES:0114S5001700,BUSTOS,0114S5001700,substation,E-REDES,DIRECT_EREDES,30.83682149992728
BUS:JUNCTION:60:00006,60,-8.618623632317199,40.48566773427211,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00007,60,-8.518335533878552,40.520905512104406,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:EREDES:0114S5022700:60,60,-8.52022755743856,40.5228889710551,EREDES:0114S5022700,OLIVEIRA DO BAIRRO,0114S5022700,substation,E-REDES,DIRECT_EREDES,39.087774889277185
BUS:EREDES:0201S5050500:60,60,-8.1519294443239,37.8786749181258,EREDES:0201S5050500,ALJUSTREL,0201S5050500,substation,E-REDES,DIRECT_EREDES,49.57875944065877
BUS:JUNCTION:60:00010,60,-7.77518066637363,41.17603671973048,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00011,60,-7.762722309504245,41.26715483334818,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00012,60,-9.112245075476453,39.07502675764539,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:EREDES:1101S5423500:60,60,-9.11556162327268,39.0854341268528,EREDES:1101S5423500,MERCEANA,1101S5423500,substation,E-REDES,DIRECT_EREDES,13.018802753260474
BUS:JUNCTION:60:00014,60,-9.1134093350748,39.07560764022897,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:EREDES:1114P5329500:60,60,-8.97765061059676,38.9829287450124,EREDES:1114P5329500,EPAL,1114P5329500,switching_station,E-REDES,DIRECT_EREDES,35.757747823788016
BUS:JUNCTION:60:00016,60,-8.977850906719063,38.979835723982525,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00017,60,-8.974977490923768,38.97872248318237,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:EREDES:1114S5340500:60,60,-8.97582615568302,38.9756466880235,EREDES:1114S5340500,AREIAS (VFX),1114S5340500,substation,E-REDES,DIRECT_EREDES,17.501633430447786
BUS:JUNCTION:60:00019,60,-9.061026151081686,38.88442755919783,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00020,60,-9.063283832339883,38.88584301086363,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00021,60,-9.073086937227778,38.888479705764716,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:EREDES:1114S5192200:60,60,-9.07432559463732,38.8591289576821,EREDES:1114S5192200,PÓVOA,1114S5192200,substation,E-REDES,DIRECT_EREDES,24.794818439788134
BUS:JUNCTION:60:00023,60,-9.075191886625332,38.854981710354835,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00024,60,-8.12635362834341,38.054814283844195,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00025,60,-8.114908590753572,38.0362515321953,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00026,60,-8.252430463601478,38.048527486698056,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00027,60,-8.266872196054539,38.04562591798415,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00028,60,-8.786346940841423,40.028706624079575,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:EREDES:1015S5904900:60,60,-8.7894300087948,40.0274769072192,EREDES:1015S5904900,LOURIÇAL,1015S5904900,substation,E-REDES,DIRECT_EREDES,131.51318129355198
BUS:JUNCTION:60:00030,60,-8.236454309038356,37.10713344170629,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:EREDES:0801S5063000:60,60,-8.24974575735014,37.0958818398098,EREDES:0801S5063000,ALBUFEIRA,0801S5063000,substation,E-REDES,DIRECT_EREDES,30.35673758325288
BUS:JUNCTION:60:00032,60,-8.249313197919282,37.09845560481505,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00033,60,-8.255026216475123,37.102509341862785,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00034,60,-8.255622077612847,37.097811859286445,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00035,60,-8.25632755247917,37.1021402423365,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00037,60,-7.867568763518062,39.2659377909909,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00038,60,-7.81165500221526,39.271005680195934,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00039,60,-7.737897461714558,39.27464608512436,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00040,60,-7.666626740082647,39.18753589787319,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00041,60,-9.105346709380791,38.75254097746407,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00042,60,-9.105216658565945,38.74949755156341,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00043,60,-9.1050196426128,38.756470126681336,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:EREDES:1106S5902900:60,60,-9.10334829826404,38.7440561181026,EREDES:1106S5902900,MARVILA,1106S5902900,substation,E-REDES,DIRECT_EREDES,166.89807562849475
BUS:JUNCTION:60:00045,60,-9.165964156232976,38.74288677178328,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:EREDES:1106P5470000:60,60,-9.17049899830762,38.7392022479136,EREDES:1106P5470000,PALHAVÃ,1106P5470000,switching_station,E-REDES,DIRECT_EREDES,193.3286400523086
BUS:EREDES:1106S5183100:60,60,-9.21261322266986,38.7208265716968,EREDES:1106S5183100,ZAMBUJAL,1106S5183100,substation,E-REDES,DIRECT_EREDES,10.905499870640622
BUS:JUNCTION:60:00048,60,-9.163520262555817,38.74431065542724,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00049,60,-9.159165123936432,38.752830586683466,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00050,60,-8.962893807870998,38.57832180387254,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00051,60,-8.958155079400978,38.577444150753834,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00052,60,-8.974883958060357,38.58118060902669,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00053,60,-8.983620913605513,38.5890207605096,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00054,60,-8.789614178515993,39.65165179660989,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00055,60,-8.789803132934168,39.649699089726006,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00056,60,-8.79237159952492,39.649354306741536,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00057,60,-8.800923082872426,39.66543004888184,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:EREDES:0805S5060100:60,60,-7.94586956747978,37.0600097383888,EREDES:0805S5060100,BRACIAIS,0805S5060100,substation,E-REDES,DIRECT_EREDES,10.931216750836084
BUS:JUNCTION:60:00059,60,-7.85232856956658,37.08293595421697,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00060,60,-7.96486794899109,37.07578325124355,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00061,60,-7.9679339891021534,37.0769206488168,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:EREDES:1107S5901900:60,60,-9.13962026311079,38.8876480230836,EREDES:1107S5901900,FANHÕES,1107S5901900,substation,E-REDES,DIRECT_EREDES,96.181983767567
BUS:JUNCTION:60:00063,60,-7.976564604223379,39.241066774407514,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00064,60,-8.382161114546689,40.16235858438606,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00065,60,-8.37399943338318,40.16573143595216,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00066,60,-8.429401135729172,40.17987177161839,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00067,60,-8.42982962789021,40.187081638731115,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:EREDES:0603S5022800:60,60,-8.46401484344241,40.1797699302467,EREDES:0603S5022800,ANTANHOL,0603S5022800,substation,E-REDES,DIRECT_EREDES,27.466143840034405
BUS:JUNCTION:60:00069,60,-8.431562453008882,40.178911391052154,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00070,60,-8.370696162558534,40.16596499399822,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00071,60,-8.396165748042431,40.18043695777165,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00072,60,-8.420863569065864,40.166842710142774,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00073,60,-8.426924321014297,40.175718394130726,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00074,60,-8.426008491938896,40.17621263167006,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00075,60,-8.400140825570634,40.179946921802824,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00076,60,-8.415221166629866,40.176777756057874,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00077,60,-8.424330759819428,40.175913504505836,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00078,60,-8.419678960096459,40.16611027578437,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00079,60,-9.243297955396374,38.779870589183815,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00080,60,-9.306624312033096,39.31067292938669,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:EREDES:1014S5001200:60,60,-9.31879214309638,39.3273657925581,EREDES:1014S5001200,ATOUGUIA,1014S5001200,substation,E-REDES,DIRECT_EREDES,31.109092242227707
BUS:JUNCTION:60:00082,60,-9.267722976234552,39.324634730277495,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:EREDES:1504S5020700:60,60,-9.03752042527927,38.6232485152187,EREDES:1504S5020700,VILA CHÃ,1504S5020700,substation,E-REDES,DIRECT_EREDES,138.8294718159463
BUS:JUNCTION:60:00085,60,-9.13135670254935,39.360045751156385,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00086,60,-9.154048195152704,39.39505052373038,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:EREDES:1012S5000500:60,60,-9.08214846324543,39.3555031658027,EREDES:1012S5000500,SANCHEIRA,1012S5000500,substation,E-REDES,DIRECT_EREDES,64.07410582415636
BUS:JUNCTION:60:00088,60,-9.08624945042028,39.3541318891649,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00089,60,-9.129859738586102,39.35821158026424,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00091,60,-9.00344880461982,39.33545383547354,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00092,60,-9.000172691153107,39.3332748376739,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00093,60,-9.18144959499093,39.319771173247716,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00094,60,-9.191566060517362,39.31997070512129,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:EREDES:0102S5000700:60,60,-8.47754493097749,40.745339021957,EREDES:0102S5000700,ALBERGARIA,0102S5000700,substation,E-REDES,DIRECT_EREDES,8.67293039449503
BUS:EREDES:0102S5010600:60,60,-8.49929605416157,40.7055561247385,EREDES:0102S5010600,VISTA ALEGRE,0102S5010600,substation,E-REDES,DIRECT_EREDES,13.938972020188208
BUS:JUNCTION:60:00098,60,-8.526635041890339,40.70199185550588,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00099,60,-7.288128137195454,40.53548295155096,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:EREDES:0907S5007100:60,60,-7.28757151518777,40.5385384299677,EREDES:0907S5007100,GUARDA,0907S5007100,substation,E-REDES,DIRECT_EREDES,36.40445624190274
BUS:EREDES:0907S5024600:60,60,-7.21050387588245,40.5313144839516,EREDES:0907S5024600,CASAL DE CINZA,0907S5024600,substation,E-REDES,DIRECT_EREDES,11.502117159268707
BUS:JUNCTION:60:00102,60,-8.404987519054798,41.55117097470972,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00103,60,-8.408682300548694,41.54725997442381,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00104,60,-8.413870730202593,41.54521886629804,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:EREDES:0213P5902300:60,60,-7.6267147551348,38.1094242710501,EREDES:0213P5902300,9023 PIAS,0213P5902300,switching_station,E-REDES,DIRECT_EREDES,21.95855726735866
BUS:EREDES:0213S5903000:60,60,-7.61678106226816,38.0312907801246,EREDES:0213S5903000,BRINCHES,0213S5903000,substation,E-REDES,DIRECT_EREDES,202.60189675824938
BUS:JUNCTION:60:00108,60,-7.618689145513571,38.041172750928176,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00109,60,-8.461758977195775,37.14730815775027,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00110,60,-8.451474426535949,37.144907991661114,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:EREDES:1419P5023100:60,60,-8.56432810506583,39.545566707998,EREDES:1419P5023100,CHANCELARIA,1419P5023100,switching_station,E-REDES,DIRECT_EREDES,116.99407229207101
BUS:JUNCTION:60:00112,60,-8.563229413671264,39.548719409292616,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00113,60,-8.620180535399347,39.51298921612013,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00114,60,-8.581121253082513,39.533177228633356,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:EREDES:0814S5060300:60,60,-7.81978611458765,37.3567001843327,EREDES:0814S5060300,CACHOPO,0814S5060300,substation,E-REDES,DIRECT_EREDES,53.45374290016892
BUS:JUNCTION:60:00116,60,-7.897663184868331,37.35674074200864,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00117,60,-8.10275223616159,37.09177947773021,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:EREDES:0808S5904800:60,60,-8.10168136858979,37.0874291393989,EREDES:0808S5904800,VILAMOURA B,0808S5904800,substation,E-REDES,DIRECT_EREDES,5.474474592850695
BUS:EREDES:0808S5903600:60,60,-7.99178435269155,37.0722491432604,EREDES:0808S5903600,ALMANCIL,0808S5903600,substation,E-REDES,DIRECT_EREDES,64.80071760933195
BUS:EREDES:0808S5063400:60,60,-8.14067813987665,37.1159490104956,EREDES:0808S5063400,VILAMOURA,0808S5063400,substation,E-REDES,DIRECT_EREDES,31.40894942980469
BUS:EREDES:1111S5200000:60,60,-9.30008023159825,38.834110538687,EREDES:1111S5200000,SABUGO,1111S5200000,substation,E-REDES,DIRECT_EREDES,16.143697384644824
BUS:JUNCTION:60:00122,60,-9.320094540840495,38.74130551836843,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00123,60,-9.275967923799156,39.13754754167657,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:EREDES:1113P5904600:60,60,-9.27786734600834,39.1406886844636,EREDES:1113P5904600,A-DOS-CUNHADOS,1113P5904600,switching_station,E-REDES,DIRECT_EREDES,1.7736070434525861
BUS:JUNCTION:60:00125,60,-7.09443989631873,41.20325642097257,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00126,60,-7.095800497771199,41.20326749554606,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00127,60,-7.1118960857247,41.15430541229116,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00128,60,-7.124161819809994,41.14007913775333,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00129,60,-7.2381109543253235,38.20698491126245,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:EREDES:0210S5050700:60,60,-7.22560421176997,38.2144761561575,EREDES:0210S5050700,AMARELEJA,0210S5050700,substation,E-REDES,DIRECT_EREDES,39.56686616388912
BUS:JUNCTION:60:00131,60,-7.222622183999049,38.192812211960714,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00132,60,-7.236809559251035,38.2063279938423,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00133,60,-8.829172680554118,39.74010511519093,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00134,60,-8.832766769485678,39.74106008768902,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00135,60,-8.817859033411622,39.69547597456129,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:EREDES:1009S5002100:60,60,-8.81968348257506,39.7020765770667,EREDES:1009S5002100,AZÓIA,1009S5002100,substation,E-REDES,DIRECT_EREDES,22.091284092170053
BUS:EREDES:1009P5020200:60,60,-8.89636473728396,39.6830885965817,EREDES:1009P5020200,MACEIRA,1009P5020200,switching_station,E-REDES,DIRECT_EREDES,16.566178906891697
BUS:EREDES:1009S5023300:60,60,-8.82802680080663,39.7380331146705,EREDES:1009S5023300,PARCEIROS,1009S5023300,substation,E-REDES,DIRECT_EREDES,24.12638675905287
BUS:JUNCTION:60:00140,60,-8.82829131243663,39.735008655682954,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00142,60,-8.905714852300225,39.67640268886739,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00143,60,-8.907484780587456,39.67634811265191,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00144,60,-8.894621801751056,39.68041450112452,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00145,60,-7.956151521661381,40.7041394923588,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00146,60,-7.869387967027285,40.66222820781312,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00147,60,-7.87368327915781,40.66284723406333,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00148,60,-7.992064618979373,40.70257088954704,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00149,60,-8.8395420296569,40.14797777189024,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00150,60,-8.838781370427991,40.15164183298332,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00151,60,-8.790578321744531,40.03190426543008,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00152,60,-8.788739522941786,40.030509568709846,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00153,60,-8.831789192250074,40.063138928446996,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00154,60,-8.802315073215972,40.040804334655064,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00155,60,-8.838800610021169,40.15917168275904,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00156,60,-8.750183285128061,40.142445118734095,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:EREDES:0605S5005600:60,60,-8.84120491345567,40.1605833220172,EREDES:0605S5005600,VILA ROBIM,0605S5005600,substation,E-REDES,DIRECT_EREDES,148.86810386208234
BUS:JUNCTION:60:00158,60,-8.816983305563657,40.15182480286075,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:EREDES:1003S5003200:60,60,-8.38333477055899,39.9124146493352,EREDES:1003S5003200,PONTÃO,1003S5003200,substation,E-REDES,DIRECT_EREDES,44.07566338105045
BUS:JUNCTION:60:00161,60,-8.384386543325911,39.8670294121155,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00162,60,-7.484409867172264,40.22036821429423,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00163,60,-7.47784264509335,40.23472287939135,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00164,60,-7.488129819528384,40.218521893127495,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00165,60,-8.461808333582029,40.96031367192866,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00166,60,-8.494306430675758,40.95718115655038,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:EREDES:0811S5060400:60,60,-8.53221157894838,37.1772224457455,EREDES:0811S5060400,PORTO DE LAGOS,0811S5060400,substation,E-REDES,DIRECT_EREDES,41.21509586653079
BUS:JUNCTION:60:00168,60,-8.690372556517767,41.30205162979563,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00169,60,-8.687115146295696,41.30426099959042,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:EREDES:1316S5022100:60,60,-8.708065428478,41.3033343521263,EREDES:1316S5022100,MINDELO,1316S5022100,substation,E-REDES,DIRECT_EREDES,104.00201204257927
BUS:JUNCTION:60:00172,60,-8.681717397347782,41.31168861872287,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00173,60,-8.684125277524654,41.30604287641322,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:EREDES:1706P5024300:60,60,-7.65110508614967,41.7450764032286,EREDES:1706P5024300,LEIRANCO,1706P5024300,switching_station,E-REDES,DIRECT_EREDES,168.21669215347262
BUS:EREDES:1001S5905000:60,60,-8.96741327600479,39.5537364485248,EREDES:1001S5905000,ALCOBAÇA,1001S5905000,substation,E-REDES,DIRECT_EREDES,44.41160741815135
BUS:JUNCTION:60:00177,60,-6.885977818900685,41.501785329470444,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00178,60,-6.816905901329723,41.59358667406287,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00179,60,-7.570996600901555,37.198004594413305,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00180,60,-7.571204953392376,37.19636335288142,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:EREDES:0814S5413300:60,60,-7.57249692859118,37.1859823177839,EREDES:0814S5413300,CONCEIÇÃO,0814S5413300,substation,E-REDES,DIRECT_EREDES,145.0998665072836
BUS:JUNCTION:60:00182,60,-8.67114994468024,40.14445369246723,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00183,60,-8.63916812510198,40.14891819139471,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00184,60,-8.489619068481126,41.357865482100316,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00185,60,-8.506444588033462,41.34120633521571,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
BUS:JUNCTION:60:00186,60,-8.509485355804438,41.33276862865829,,,,line_endpoint_cluster,derived,ENDPOINT_CLUSTER_DERIVED,
