transformer_id,hv_bus,lv_bus,hv_kv,lv_kv,sn_mva,vk_percent,vkr_percent,pfe_kw,i0_percent,shift_degree,tap_side,tap_neutral,tap_min,tap_max,tap_step_percent,tap_pos,source_status,source_id,evidence,match_distance_m,parameter_status,pre_calibration_sn_mva,capacity_calibration_factor
TRAFO:00195,BUS:OSM:way:1202443036:220,BUS:EREDES:1106S5183100:60,220,60,170.0,12.0,0.4,0.0,0.0,0.0,hv,0,-8,8,1.25,0,DIRECT_OSM_TRANSFORMER_TAG,OSM:node:12339805647,"{""frequency"": ""50"", ""operator"": ""REN"", ""operator:wikidata"": ""Q1862842"", ""power"": ""transformer"", ""rating"": ""170 MVA"", ""transformer"": ""main"", ""voltage:primary"": ""220000"", ""voltage:secondary"": ""60000""}",40.04838401948766,OSM_NAMEPLATE_MVA_WITH_PROXY_IMPEDANCE+REN_VOLTAGE_PAIR_AGGREGATE_CALIBRATION,170.0,1.0
TRAFO:00196,BUS:OSM:way:694016335:400,BUS:JUNCTION:60:00469,400,60,170.0,12.0,0.35,0.0,0.0,0.0,hv,0,-8,8,1.25,0,DIRECT_OSM_TRANSFORMER_TAG,OSM:node:12351060696,"{""frequency"": ""50"", ""operator"": ""REN"", ""operator:wikidata"": ""Q1862842"", ""power"": ""transformer"", ""rating"": ""170 MVA"", ""transformer"": ""main"", ""voltage:primary"": ""400000"", ""voltage:secondary"": ""60000""}",85.44594261245625,OSM_NAMEPLATE_MVA_WITH_PROXY_IMPEDANCE+REN_VOLTAGE_PAIR_AGGREGATE_CALIBRATION,170.0,1.0
TRAFO:00197,BUS:OSM:way:694016335:400,BUS:JUNCTION:60:00469,400,60,170.0,12.0,0.35,0.0,0.0,0.0,hv,0,-8,8,1.25,0,DIRECT_OSM_TRANSFORMER_TAG,OSM:node:12351060697,"{""frequency"": ""50"", ""operator"": ""REN"", ""operator:wikidata"": ""Q1862842"", ""power"": ""transformer"", ""rating"": ""170 MVA"", ""transformer"": ""main"", ""voltage:primary"": ""400000"", ""voltage:secondary"": ""60000""}",86.58729678536889,OSM_NAMEPLATE_MVA_WITH_PROXY_IMPEDANCE+REN_VOLTAGE_PAIR_AGGREGATE_CALIBRATION,170.0,1.0
TRAFO:00198,BUS:OSM:way:115732510:150,BUS:JUNCTION:60:03188,150,60,126.0,12.0,0.45,0.0,0.0,0.0,hv,0,-8,8,1.25,0,DIRECT_OSM_TRANSFORMER_TAG,OSM:node:13734423465,"{""frequency"": ""50"", ""operator"": ""REN"", ""operator:wikidata"": ""Q1862842"", ""power"": ""transformer"", ""rating"": ""126 MVA"", ""transformer"": ""main"", ""voltage:primary"": ""150000"", ""voltage:secondary"": ""60000""}",92.4285899934207,OSM_NAMEPLATE_MVA_WITH_PROXY_IMPEDANCE+REN_VOLTAGE_PAIR_AGGREGATE_CALIBRATION,126.0,1.0
TRAFO:00199,BUS:OSM:relation:17294973:400,BUS:OSM:relation:17294973:150,400,150,450.0,12.0,0.3,0.0,0.0,0.0,hv,0,-8,8,1.25,0,OSM_SUBSTATION_COLOCATION_INFERRED,OSM:relation:17294973,Multiple configured voltage levels are co-located in the same OSM substation feature.,0.0,VOLTAGE_PAIR_PROXY+REN_VOLTAGE_PAIR_AGGREGATE_CALIBRATION,450.0,1.0
TRAFO:00200,BUS:OSM:way:144588414:220,BUS:OSM:way:144588414:150,220,150,250.0,12.0,0.35,0.0,0.0,0.0,hv,0,-8,8,1.25,0,OSM_SUBSTATION_COLOCATION_INFERRED,OSM:way:144588414,Multiple configured voltage levels are co-located in the same OSM substation feature.,0.0,VOLTAGE_PAIR_PROXY+REN_VOLTAGE_PAIR_AGGREGATE_CALIBRATION,250.0,1.0
TRAFO:00201,BUS:OSM:way:1462950857:400,BUS:OSM:way:1462950857:150,400,150,450.0,12.0,0.3,0.0,0.0,0.0,hv,0,-8,8,1.25,0,OSM_SUBSTATION_COLOCATION_INFERRED,OSM:way:1462950857,Multiple configured voltage levels are co-located in the same OSM substation feature.,0.0,VOLTAGE_PAIR_PROXY+REN_VOLTAGE_PAIR_AGGREGATE_CALIBRATION,450.0,1.0
TRAFO:00202,BUS:OSM:way:813954335:400,BUS:EREDES:1507S5900600:60,400,60,170.0,12.0,0.35,0.0,0.0,0.0,hv,0,-8,8,1.25,0,RARI_BOUNDARY_NAME_AND_SPATIAL_INFERRED,RARI:Alcochete,E-REDES RARI boundary name matches an OSM high-voltage substation; the closest associated E-REDES 60 kV facility is used.,3321.9776162000153,VOLTAGE_PAIR_PROXY+REN_VOLTAGE_PAIR_AGGREGATE_CALIBRATION,170.0,1.0
TRAFO:00203,BUS:OSM:way:144439472:400,BUS:EREDES:1823S5009300:60,400,60,170.0,12.0,0.35,0.0,0.0,0.0,hv,0,-8,8,1.25,0,RARI_BOUNDARY_NAME_AND_SPATIAL_INFERRED,RARI:Bodiosa,E-REDES RARI boundary name matches an OSM high-voltage substation; the closest associated E-REDES 60 kV facility is used.,4380.780039632814,VOLTAGE_PAIR_PROXY+REN_VOLTAGE_PAIR_AGGREGATE_CALIBRATION,170.0,1.0
TRAFO:00204,BUS:OSM:way:116944631:220,BUS:EREDES:1317S5001800:60,220,60,170.0,12.0,0.4,0.0,0.0,0.0,hv,0,-8,8,1.25,0,RARI_BOUNDARY_NAME_AND_SPATIAL_INFERRED,RARI:Canelas,E-REDES RARI boundary name matches an OSM high-voltage substation; the closest associated E-REDES 60 kV facility is used.,2305.8535959845076,VOLTAGE_PAIR_PROXY+REN_VOLTAGE_PAIR_AGGREGATE_CALIBRATION,170.0,1.0
TRAFO:00205,BUS:OSM:way:151166980:220,BUS:EREDES:1113S5480800:60,220,60,170.0,12.0,0.4,0.0,0.0,0.0,hv,0,-8,8,1.25,0,RARI_BOUNDARY_NAME_AND_SPATIAL_INFERRED,RARI:Carvoeira,E-REDES RARI boundary name matches an OSM high-voltage substation; the closest associated E-REDES 60 kV facility is used.,2732.635068746898,VOLTAGE_PAIR_PROXY+REN_VOLTAGE_PAIR_AGGREGATE_CALIBRATION,170.0,1.0
TRAFO:00206,BUS:OSM:way:144432478:220,BUS:EREDES:0903S5008700:60,220,60,170.0,12.0,0.4,0.0,0.0,0.0,hv,0,-8,8,1.25,0,RARI_BOUNDARY_NAME_AND_SPATIAL_INFERRED,RARI:Chafariz,E-REDES RARI boundary name matches an OSM high-voltage substation; the closest associated E-REDES 60 kV facility is used.,2693.491592733918,VOLTAGE_PAIR_PROXY+REN_VOLTAGE_PAIR_AGGREGATE_CALIBRATION,170.0,1.0
TRAFO:00207,BUS:OSM:way:1089441083:220,BUS:EREDES:1315S5021000:60,220,60,170.0,12.0,0.4,0.0,0.0,0.0,hv,0,-8,8,1.25,0,RARI_BOUNDARY_NAME_AND_SPATIAL_INFERRED,RARI:Ermesinde,E-REDES RARI boundary name matches an OSM high-voltage substation; the closest associated E-REDES 60 kV facility is used.,222.65850919876902,VOLTAGE_PAIR_PROXY+REN_VOLTAGE_PAIR_AGGREGATE_CALIBRATION,170.0,1.0
TRAFO:00208,BUS:OSM:way:144374442:220,BUS:EREDES:0108S5001000:60,220,60,170.0,12.0,0.4,0.0,0.0,0.0,hv,0,-8,8,1.25,0,RARI_BOUNDARY_NAME_AND_SPATIAL_INFERRED,RARI:Estarreja,E-REDES RARI boundary name matches an OSM high-voltage substation; the closest associated E-REDES 60 kV facility is used.,2654.8342436310745,VOLTAGE_PAIR_PROXY+REN_VOLTAGE_PAIR_AGGREGATE_CALIBRATION,170.0,1.0
TRAFO:00209,BUS:OSM:way:93512590:150,BUS:EREDES:0810S5063600:60,150,60,170.0,12.0,0.45,0.0,0.0,0.0,hv,0,-8,8,1.25,0,RARI_BOUNDARY_NAME_AND_SPATIAL_INFERRED,RARI:Estoi,E-REDES RARI boundary name matches an OSM high-voltage substation; the closest associated E-REDES 60 kV facility is used.,4405.082972768643,VOLTAGE_PAIR_PROXY+REN_VOLTAGE_PAIR_AGGREGATE_CALIBRATION,170.0,1.0
TRAFO:00210,BUS:OSM:way:144601080:400,BUS:JUNCTION:60:00825,400,60,170.0,12.0,0.35,0.0,0.0,0.0,hv,0,-8,8,1.25,0,RARI_BOUNDARY_NAME_AND_COLOCATED_60KV_ENDPOINT_INFERRED,RARI:Estremoz,E-REDES RARI names the RNT boundary; the closest 60 kV topology endpoint co-located with the matched OSM high-voltage substation is used.,79.59808928392528,VOLTAGE_PAIR_PROXY+REN_VOLTAGE_PAIR_AGGREGATE_CALIBRATION,170.0,1.0
TRAFO:00211,BUS:OSM:way:541036600:150,BUS:EREDES:0307S5004400:60,150,60,170.0,12.0,0.45,0.0,0.0,0.0,hv,0,-8,8,1.25,0,RARI_BOUNDARY_NAME_AND_SPATIAL_INFERRED,RARI:Fafe,E-REDES RARI boundary name matches an OSM high-voltage substation; the closest associated E-REDES 60 kV facility is used.,3102.7627778195088,VOLTAGE_PAIR_PROXY+REN_VOLTAGE_PAIR_AGGREGATE_CALIBRATION,170.0,1.0
TRAFO:00212,BUS:OSM:way:24636044:220,BUS:EREDES:1107S5901900:60,220,60,170.0,12.0,0.4,0.0,0.0,0.0,hv,0,-8,8,1.25,0,RARI_BOUNDARY_NAME_AND_SPATIAL_INFERRED,RARI:Fanhões,E-REDES RARI boundary name matches an OSM high-voltage substation; the closest associated E-REDES 60 kV facility is used.,172.95278585036104,VOLTAGE_PAIR_PROXY+REN_VOLTAGE_PAIR_AGGREGATE_CALIBRATION,170.0,1.0
TRAFO:00213,BUS:OSM:way:144432489:220,BUS:EREDES:0503P5011700:60,220,60,170.0,12.0,0.4,0.0,0.0,0.0,hv,0,-8,8,1.25,0,RARI_BOUNDARY_NAME_AND_SPATIAL_INFERRED,RARI:Ferro,E-REDES RARI boundary name matches an OSM high-voltage substation; the closest associated E-REDES 60 kV facility is used.,3093.591838294231,VOLTAGE_PAIR_PROXY+REN_VOLTAGE_PAIR_AGGREGATE_CALIBRATION,170.0,1.0
TRAFO:00214,BUS:OSM:way:144554435:400,BUS:EREDES:0605P5020300:60,400,60,170.0,12.0,0.35,0.0,0.0,0.0,hv,0,-8,8,1.25,0,RARI_BOUNDARY_NAME_AND_SPATIAL_INFERRED,RARI:Lavos,E-REDES RARI boundary name matches an OSM high-voltage substation; the closest associated E-REDES 60 kV facility is used.,1430.8679792805774,VOLTAGE_PAIR_PROXY+REN_VOLTAGE_PAIR_AGGREGATE_CALIBRATION,170.0,1.0
TRAFO:00215,BUS:OSM:way:151061905:150,BUS:EREDES:0313S5020100:60,150,60,170.0,12.0,0.45,0.0,0.0,0.0,hv,0,-8,8,1.25,0,RARI_BOUNDARY_NAME_AND_SPATIAL_INFERRED,RARI:Oleiros,E-REDES RARI boundary name matches an OSM high-voltage substation; the closest associated E-REDES 60 kV facility is used.,4407.46241230862,VOLTAGE_PAIR_PROXY+REN_VOLTAGE_PAIR_AGGREGATE_CALIBRATION,170.0,1.0
TRAFO:00216,BUS:OSM:way:144439469:220,BUS:EREDES:0103S5006000:60,220,60,170.0,12.0,0.4,0.0,0.0,0.0,hv,0,-8,8,1.25,0,RARI_BOUNDARY_NAME_AND_SPATIAL_INFERRED,RARI:Paraímo,E-REDES RARI boundary name matches an OSM high-voltage substation; the closest associated E-REDES 60 kV facility is used.,4107.066686110217,VOLTAGE_PAIR_PROXY+REN_VOLTAGE_PAIR_AGGREGATE_CALIBRATION,170.0,1.0
TRAFO:00217,BUS:OSM:way:144545398:220,BUS:EREDES:0603S5005300:60,220,60,170.0,12.0,0.4,0.0,0.0,0.0,hv,0,-8,8,1.25,0,RARI_BOUNDARY_NAME_AND_SPATIAL_INFERRED,RARI:Pereiros,E-REDES RARI boundary name matches an OSM high-voltage substation; the closest associated E-REDES 60 kV facility is used.,3496.494186669293,VOLTAGE_PAIR_PROXY+REN_VOLTAGE_PAIR_AGGREGATE_CALIBRATION,170.0,1.0
TRAFO:00218,BUS:OSM:way:163194137:150,BUS:EREDES:0811S5060400:60,150,60,170.0,12.0,0.45,0.0,0.0,0.0,hv,0,-8,8,1.25,0,RARI_BOUNDARY_NAME_AND_SPATIAL_INFERRED,RARI:Portimão,E-REDES RARI boundary name matches an OSM high-voltage substation; the closest associated E-REDES 60 kV facility is used.,2741.056199546056,VOLTAGE_PAIR_PROXY+REN_VOLTAGE_PAIR_AGGREGATE_CALIBRATION,170.0,1.0
TRAFO:00219,BUS:OSM:way:124722161:220,BUS:EREDES:1315S5012200:60,220,60,170.0,12.0,0.4,0.0,0.0,0.0,hv,0,-8,8,1.25,0,RARI_BOUNDARY_NAME_AND_SPATIAL_INFERRED,RARI:Recarei,E-REDES RARI boundary name matches an OSM high-voltage substation; the closest associated E-REDES 60 kV facility is used.,3985.160802336152,VOLTAGE_PAIR_PROXY+REN_VOLTAGE_PAIR_AGGREGATE_CALIBRATION,170.0,1.0
TRAFO:00220,BUS:OSM:way:156176120:150,BUS:EREDES:1512S5031900:60,150,60,170.0,12.0,0.45,0.0,0.0,0.0,hv,0,-8,8,1.25,0,RARI_BOUNDARY_NAME_AND_SPATIAL_INFERRED,RARI:Setúbal,E-REDES RARI boundary name matches an OSM high-voltage substation; the closest associated E-REDES 60 kV facility is used.,1404.059525364476,VOLTAGE_PAIR_PROXY+REN_VOLTAGE_PAIR_AGGREGATE_CALIBRATION,170.0,1.0
TRAFO:00221,BUS:OSM:way:163214308:150,BUS:EREDES:1513S5907600:60,150,60,170.0,12.0,0.45,0.0,0.0,0.0,hv,0,-8,8,1.25,0,RARI_BOUNDARY_NAME_AND_SPATIAL_INFERRED,RARI:Sines,E-REDES RARI boundary name matches an OSM high-voltage substation; the closest associated E-REDES 60 kV facility is used.,1472.8631941774986,VOLTAGE_PAIR_PROXY+REN_VOLTAGE_PAIR_AGGREGATE_CALIBRATION,170.0,1.0
TRAFO:00222,BUS:OSM:way:201459319:150,BUS:EREDES:0814S5060300:60,150,60,170.0,12.0,0.45,0.0,0.0,0.0,hv,0,-8,8,1.25,0,RARI_BOUNDARY_NAME_AND_SPATIAL_INFERRED,RARI:Tavira,E-REDES RARI boundary name matches an OSM high-voltage substation; the closest associated E-REDES 60 kV facility is used.,4941.146904443714,VOLTAGE_PAIR_PROXY+REN_VOLTAGE_PAIR_AGGREGATE_CALIBRATION,170.0,1.0
TRAFO:00223,BUS:OSM:way:1422828550:220,BUS:EREDES:1311S5006900:60,220,60,170.0,12.0,0.4,0.0,0.0,0.0,hv,0,-8,8,1.25,0,RARI_BOUNDARY_NAME_AND_SPATIAL_INFERRED,RARI:Torrão,E-REDES RARI boundary name matches an OSM high-voltage substation; the closest associated E-REDES 60 kV facility is used.,2837.717464581503,VOLTAGE_PAIR_PROXY+REN_VOLTAGE_PAIR_AGGREGATE_CALIBRATION,170.0,1.0
TRAFO:00224,BUS:OSM:way:163227021:150,BUS:EREDES:1503S5022800:60,150,60,170.0,12.0,0.45,0.0,0.0,0.0,hv,0,-8,8,1.25,0,RARI_BOUNDARY_NAME_AND_SPATIAL_INFERRED,RARI:Trafaria,E-REDES RARI boundary name matches an OSM high-voltage substation; the closest associated E-REDES 60 kV facility is used.,1032.689539839835,VOLTAGE_PAIR_PROXY+REN_VOLTAGE_PAIR_AGGREGATE_CALIBRATION,170.0,1.0
TRAFO:00225,BUS:OSM:way:144396420:150,BUS:EREDES:1805S5001700:60,150,60,170.0,12.0,0.45,0.0,0.0,0.0,hv,0,-8,8,1.25,0,RARI_BOUNDARY_NAME_AND_SPATIAL_INFERRED,RARI:Valdigem,E-REDES RARI boundary name matches an OSM high-voltage substation; the closest associated E-REDES 60 kV facility is used.,1482.5389314180986,VOLTAGE_PAIR_PROXY+REN_VOLTAGE_PAIR_AGGREGATE_CALIBRATION,170.0,1.0
TRAFO:00226,BUS:OSM:way:142182853:220,BUS:EREDES:1306S5008900:60,220,60,170.0,12.0,0.4,0.0,0.0,0.0,hv,0,-8,8,1.25,0,RARI_BOUNDARY_NAME_AND_SPATIAL_INFERRED,RARI:Vermoim,E-REDES RARI boundary name matches an OSM high-voltage substation; the closest associated E-REDES 60 kV facility is used.,1472.1393006822275,VOLTAGE_PAIR_PROXY+REN_VOLTAGE_PAIR_AGGREGATE_CALIBRATION,170.0,1.0
TRAFO:00227,BUS:OSM:way:144588414:150,BUS:JUNCTION:60:00980,150,60,170.0,12.0,0.45,0.0,0.0,0.0,hv,0,-8,8,1.25,0,RARI_BOUNDARY_NAME_AND_COLOCATED_60KV_ENDPOINT_INFERRED,RARI:Zêzere,E-REDES RARI names the RNT boundary; the closest 60 kV topology endpoint co-located with the matched OSM high-voltage substation is used.,60.257737144928264,VOLTAGE_PAIR_PROXY+REN_VOLTAGE_PAIR_AGGREGATE_CALIBRATION,170.0,1.0
