element_id,MAX_NET_EXPORT,MAX_NET_IMPORT,MAX_SOLAR,MAX_WIND,MINIMUM_LOAD,PEAK_LOAD
OSM:circuit:20176762:400,0.0,231.97782932486876,124.18088145525576,0.0,0.245244780857038,180.34984739348064
OSM:circuit:20176682:220,0.0,162.88566719570258,87.19490904651447,0.0,0.172201196435112,126.6345379074594
OSM:circuit:20176574:220,2.9811019321338,35.301990652877095,27.81720962222714,24.274227393225335,5.505497159943888,25.34872930780559
EREDES:circuit:1106L5639500:60,12.08,17.92,18.38,24.29,9.16,24.21
EREDES:circuit:1106L5615800:60,9.42,13.07,13.23,21.4,6.75,18.25
