element_id,MAX_NET_EXPORT,MAX_NET_IMPORT,MAX_SOLAR,MAX_WIND,MINIMUM_LOAD,PEAK_LOAD
EREDES:circuit:1804L5115500:60,165.87903686568754,109.69055100842893,100.90364781419218,245.97772940088055,44.98272317792083,187.51737464579568
OSM:circuit:20176749:400,92.8933903691798,,220.43897966380985,201.80691648367147,143.25038021723594,
EREDES:circuit:1006L5624400:60,130.1507389044353,109.68800052252054,101.00692358996166,184.51819075041172,36.53958185433934,127.67267737321298
EREDES:circuit:0606L5135600:60,113.25175567671822,109.68052809945333,100.93215352696272,168.54785634078416,36.237264561811614,128.2634626319764
EREDES:circuit:0912L5131300:60,115.36251863886665,109.66519080218292,100.9533531133867,164.59818008850456,36.221808405607455,123.22501613919836
