line_id,r_ohm_per_km,r_status,reviewed_evidence_status,evidence_key
LINE:000388,0.1093,CONDUCTOR_DERIVED_USING_DOCUMENTED_PORTUGUESE_PROJECT_RESISTANCE,PROJECT_PARAMETER_TRANSFER_ENGINEERING_ASSUMPTION,CONDUCTOR_R
LINE:000389,0.1093,CONDUCTOR_DERIVED_USING_DOCUMENTED_PORTUGUESE_PROJECT_RESISTANCE,PROJECT_PARAMETER_TRANSFER_ENGINEERING_ASSUMPTION,CONDUCTOR_R
LINE:000390,0.1088892445582586,CONDUCTOR_DERIVED_USING_DOCUMENTED_PORTUGUESE_PROJECT_RESISTANCE,PROJECT_PARAMETER_TRANSFER_ENGINEERING_ASSUMPTION,CONDUCTOR_R
LINE:000399,0.1093,CONDUCTOR_DERIVED_USING_DOCUMENTED_PORTUGUESE_PROJECT_RESISTANCE,PROJECT_PARAMETER_TRANSFER_ENGINEERING_ASSUMPTION,CONDUCTOR_R
LINE:000400,0.1093,CONDUCTOR_DERIVED_USING_DOCUMENTED_PORTUGUESE_PROJECT_RESISTANCE,PROJECT_PARAMETER_TRANSFER_ENGINEERING_ASSUMPTION,CONDUCTOR_R
LINE:000403,0.222015625,CONDUCTOR_DERIVED_USING_DOCUMENTED_PORTUGUESE_PROJECT_RESISTANCE,PROJECT_PARAMETER_TRANSFER_ENGINEERING_ASSUMPTION,CONDUCTOR_R
LINE:000404,0.1051847161028993,CONDUCTOR_DERIVED_USING_DOCUMENTED_PORTUGUESE_PROJECT_RESISTANCE,PROJECT_PARAMETER_TRANSFER_ENGINEERING_ASSUMPTION,CONDUCTOR_R
LINE:000413,0.1093,CONDUCTOR_DERIVED_USING_DOCUMENTED_PORTUGUESE_PROJECT_RESISTANCE,PROJECT_PARAMETER_TRANSFER_ENGINEERING_ASSUMPTION,CONDUCTOR_R
LINE:000415,0.222015625,CONDUCTOR_DERIVED_USING_DOCUMENTED_PORTUGUESE_PROJECT_RESISTANCE,PROJECT_PARAMETER_TRANSFER_ENGINEERING_ASSUMPTION,CONDUCTOR_R
LINE:000432,0.0754,CONDUCTOR_DERIVED_USING_DOCUMENTED_PORTUGUESE_PROJECT_RESISTANCE,PROJECT_PARAMETER_TRANSFER_ENGINEERING_ASSUMPTION,CONDUCTOR_R
LINE:000442,0.221562174613402,CONDUCTOR_DERIVED_USING_DOCUMENTED_PORTUGUESE_PROJECT_RESISTANCE,PROJECT_PARAMETER_TRANSFER_ENGINEERING_ASSUMPTION,CONDUCTOR_R
LINE:000446,0.05465,CONDUCTOR_DERIVED_USING_DOCUMENTED_PORTUGUESE_PROJECT_RESISTANCE,PROJECT_PARAMETER_TRANSFER_ENGINEERING_ASSUMPTION,CONDUCTOR_R
LINE:000447,0.05465,CONDUCTOR_DERIVED_USING_DOCUMENTED_PORTUGUESE_PROJECT_RESISTANCE,PROJECT_PARAMETER_TRANSFER_ENGINEERING_ASSUMPTION,CONDUCTOR_R
LINE:000448,0.05465,CONDUCTOR_DERIVED_USING_DOCUMENTED_PORTUGUESE_PROJECT_RESISTANCE,PROJECT_PARAMETER_TRANSFER_ENGINEERING_ASSUMPTION,CONDUCTOR_R
LINE:000450,0.1089433794466403,CONDUCTOR_DERIVED_USING_DOCUMENTED_PORTUGUESE_PROJECT_RESISTANCE,PROJECT_PARAMETER_TRANSFER_ENGINEERING_ASSUMPTION,CONDUCTOR_R
LINE:000453,0.222015625,CONDUCTOR_DERIVED_USING_DOCUMENTED_PORTUGUESE_PROJECT_RESISTANCE,PROJECT_PARAMETER_TRANSFER_ENGINEERING_ASSUMPTION,CONDUCTOR_R
LINE:000462,0.222015625,CONDUCTOR_DERIVED_USING_DOCUMENTED_PORTUGUESE_PROJECT_RESISTANCE,PROJECT_PARAMETER_TRANSFER_ENGINEERING_ASSUMPTION,CONDUCTOR_R
LINE:000463,0.2218801494891827,CONDUCTOR_DERIVED_USING_DOCUMENTED_PORTUGUESE_PROJECT_RESISTANCE,PROJECT_PARAMETER_TRANSFER_ENGINEERING_ASSUMPTION,CONDUCTOR_R
LINE:000464,0.2218801494891827,CONDUCTOR_DERIVED_USING_DOCUMENTED_PORTUGUESE_PROJECT_RESISTANCE,PROJECT_PARAMETER_TRANSFER_ENGINEERING_ASSUMPTION,CONDUCTOR_R
LINE:000469,0.05465,CONDUCTOR_DERIVED_USING_DOCUMENTED_PORTUGUESE_PROJECT_RESISTANCE,PROJECT_PARAMETER_TRANSFER_ENGINEERING_ASSUMPTION,CONDUCTOR_R
LINE:000479,0.047,CONDUCTOR_DERIVED_USING_DOCUMENTED_PORTUGUESE_PROJECT_RESISTANCE,PROJECT_PARAMETER_TRANSFER_ENGINEERING_ASSUMPTION,CONDUCTOR_R
LINE:000480,0.047,CONDUCTOR_DERIVED_USING_DOCUMENTED_PORTUGUESE_PROJECT_RESISTANCE,PROJECT_PARAMETER_TRANSFER_ENGINEERING_ASSUMPTION,CONDUCTOR_R
LINE:000481,0.047,CONDUCTOR_DERIVED_USING_DOCUMENTED_PORTUGUESE_PROJECT_RESISTANCE,PROJECT_PARAMETER_TRANSFER_ENGINEERING_ASSUMPTION,CONDUCTOR_R
