line_id,total_selections,total_solved_experiments,overall_frequency,states_selected,persistent_states,max_within_state_frequency
LINE:000818,0,264,0.0,0,0,0.0
LINE:000819,0,264,0.0,0,0,0.0
LINE:000820,0,264,0.0,0,0,0.0
LINE:000821,0,264,0.0,0,0,0.0
LINE:000822,0,264,0.0,0,0,0.0
LINE:000824,0,264,0.0,0,0,0.0
LINE:000825,0,264,0.0,0,0,0.0
LINE:000826,0,264,0.0,0,0,0.0
LINE:000827,0,264,0.0,0,0,0.0
LINE:000828,0,264,0.0,0,0,0.0
LINE:000829,0,264,0.0,0,0,0.0
LINE:000830,0,264,0.0,0,0,0.0
LINE:000831,0,264,0.0,0,0,0.0
LINE:000832,0,264,0.0,0,0,0.0
LINE:000834,0,264,0.0,0,0,0.0
LINE:000835,0,264,0.0,0,0,0.0
LINE:000836,0,264,0.0,0,0,0.0
LINE:000838,0,264,0.0,0,0,0.0
LINE:000839,0,264,0.0,0,0,0.0
LINE:000840,0,264,0.0,0,0,0.0
LINE:000841,0,264,0.0,0,0,0.0
LINE:000847,0,264,0.0,0,0,0.0
LINE:000848,0,264,0.0,0,0,0.0
LINE:000849,0,264,0.0,0,0,0.0
LINE:000850,0,264,0.0,0,0,0.0
LINE:000851,0,264,0.0,0,0,0.0
LINE:000852,0,264,0.0,0,0,0.0
LINE:000853,0,264,0.0,0,0,0.0
LINE:000854,0,264,0.0,0,0,0.0
LINE:000856,50,264,0.1893939393939394,6,3,1.0
LINE:000857,0,264,0.0,0,0,0.0
LINE:000858,0,264,0.0,0,0,0.0
LINE:000859,0,264,0.0,0,0,0.0
LINE:000860,0,264,0.0,0,0,0.0
LINE:000861,0,264,0.0,0,0,0.0
LINE:000863,0,264,0.0,0,0,0.0
LINE:000864,0,264,0.0,0,0,0.0
LINE:000865,2,264,0.007575757575757576,1,0,0.16666666666666666
LINE:000866,0,264,0.0,0,0,0.0
LINE:000867,0,264,0.0,0,0,0.0
LINE:000868,0,264,0.0,0,0,0.0
LINE:000869,0,264,0.0,0,0,0.0
LINE:000870,0,264,0.0,0,0,0.0
LINE:000871,0,264,0.0,0,0,0.0
LINE:000872,0,264,0.0,0,0,0.0
LINE:000873,0,264,0.0,0,0,0.0
LINE:000874,0,264,0.0,0,0,0.0
LINE:000875,0,264,0.0,0,0,0.0
LINE:000876,0,264,0.0,0,0,0.0
LINE:000877,0,264,0.0,0,0,0.0
LINE:000878,0,264,0.0,0,0,0.0
LINE:000879,0,264,0.0,0,0,0.0
LINE:000880,0,264,0.0,0,0,0.0
LINE:000881,0,264,0.0,0,0,0.0
LINE:000882,0,264,0.0,0,0,0.0
LINE:000883,0,264,0.0,0,0,0.0
LINE:000884,93,264,0.3522727272727273,8,7,1.0
LINE:000885,0,264,0.0,0,0,0.0
LINE:000886,0,264,0.0,0,0,0.0
LINE:000887,0,264,0.0,0,0,0.0
LINE:000888,0,264,0.0,0,0,0.0
LINE:000889,49,264,0.1856060606060606,6,3,1.0
LINE:000890,0,264,0.0,0,0,0.0
LINE:000891,0,264,0.0,0,0,0.0
LINE:000892,0,264,0.0,0,0,0.0
LINE:000894,0,264,0.0,0,0,0.0
LINE:000895,0,264,0.0,0,0,0.0
LINE:000896,0,264,0.0,0,0,0.0
LINE:000897,0,264,0.0,0,0,0.0
LINE:000898,0,264,0.0,0,0,0.0
LINE:000899,0,264,0.0,0,0,0.0
LINE:000901,0,264,0.0,0,0,0.0
LINE:000902,0,264,0.0,0,0,0.0
LINE:000903,0,264,0.0,0,0,0.0
LINE:000904,0,264,0.0,0,0,0.0
LINE:000905,0,264,0.0,0,0,0.0
LINE:000906,0,264,0.0,0,0,0.0
LINE:000907,0,264,0.0,0,0,0.0
LINE:000908,0,264,0.0,0,0,0.0
LINE:000910,0,264,0.0,0,0,0.0
LINE:000911,0,264,0.0,0,0,0.0
LINE:000912,0,264,0.0,0,0,0.0
LINE:000913,0,264,0.0,0,0,0.0
LINE:000914,0,264,0.0,0,0,0.0
LINE:000915,0,264,0.0,0,0,0.0
LINE:000916,0,264,0.0,0,0,0.0
LINE:000917,0,264,0.0,0,0,0.0
LINE:000918,0,264,0.0,0,0,0.0
LINE:000920,0,264,0.0,0,0,0.0
LINE:000921,0,264,0.0,0,0,0.0
LINE:000922,0,264,0.0,0,0,0.0
LINE:000923,0,264,0.0,0,0,0.0
LINE:000924,0,264,0.0,0,0,0.0
LINE:000925,0,264,0.0,0,0,0.0
LINE:000926,0,264,0.0,0,0,0.0
LINE:000927,0,264,0.0,0,0,0.0
LINE:000928,0,264,0.0,0,0,0.0
LINE:000929,0,264,0.0,0,0,0.0
LINE:000930,0,264,0.0,0,0,0.0
LINE:000931,0,264,0.0,0,0,0.0
LINE:000932,0,264,0.0,0,0,0.0
LINE:000933,0,264,0.0,0,0,0.0
LINE:000934,0,264,0.0,0,0,0.0
LINE:000935,0,264,0.0,0,0,0.0
LINE:000936,0,264,0.0,0,0,0.0
LINE:000937,0,264,0.0,0,0,0.0
LINE:000938,0,264,0.0,0,0,0.0
LINE:000939,0,264,0.0,0,0,0.0
LINE:000940,0,264,0.0,0,0,0.0
LINE:000941,0,264,0.0,0,0,0.0
LINE:000943,0,264,0.0,0,0,0.0
LINE:000945,0,264,0.0,0,0,0.0
LINE:000946,0,264,0.0,0,0,0.0
LINE:000947,0,264,0.0,0,0,0.0
LINE:000948,0,264,0.0,0,0,0.0
LINE:000949,0,264,0.0,0,0,0.0
LINE:000950,0,264,0.0,0,0,0.0
LINE:000951,0,264,0.0,0,0,0.0
LINE:000952,0,264,0.0,0,0,0.0
LINE:000953,0,264,0.0,0,0,0.0
LINE:000954,0,264,0.0,0,0,0.0
LINE:000955,0,264,0.0,0,0,0.0
LINE:000956,0,264,0.0,0,0,0.0
LINE:000957,0,264,0.0,0,0,0.0
LINE:000958,0,264,0.0,0,0,0.0
LINE:000959,0,264,0.0,0,0,0.0
LINE:000960,0,264,0.0,0,0,0.0
LINE:000961,0,264,0.0,0,0,0.0
LINE:000963,0,264,0.0,0,0,0.0
LINE:000964,0,264,0.0,0,0,0.0
LINE:000965,0,264,0.0,0,0,0.0
LINE:000966,0,264,0.0,0,0,0.0
LINE:000967,0,264,0.0,0,0,0.0
LINE:000968,0,264,0.0,0,0,0.0
LINE:000969,0,264,0.0,0,0,0.0
LINE:000970,0,264,0.0,0,0,0.0
LINE:000971,0,264,0.0,0,0,0.0
LINE:000972,0,264,0.0,0,0,0.0
LINE:000973,0,264,0.0,0,0,0.0
LINE:000974,0,264,0.0,0,0,0.0
LINE:000975,0,264,0.0,0,0,0.0
LINE:000976,0,264,0.0,0,0,0.0
LINE:000977,0,264,0.0,0,0,0.0
LINE:000978,0,264,0.0,0,0,0.0
LINE:000979,0,264,0.0,0,0,0.0
LINE:000980,0,264,0.0,0,0,0.0
LINE:000982,0,264,0.0,0,0,0.0
LINE:000983,0,264,0.0,0,0,0.0
LINE:000984,0,264,0.0,0,0,0.0
LINE:000985,0,264,0.0,0,0,0.0
LINE:000987,0,264,0.0,0,0,0.0
LINE:000988,0,264,0.0,0,0,0.0
LINE:000989,0,264,0.0,0,0,0.0
LINE:000990,0,264,0.0,0,0,0.0
LINE:000991,0,264,0.0,0,0,0.0
LINE:000992,64,264,0.24242424242424243,6,4,1.0
LINE:000993,0,264,0.0,0,0,0.0
LINE:000994,0,264,0.0,0,0,0.0
LINE:000995,65,264,0.24621212121212122,6,5,1.0
LINE:000996,0,264,0.0,0,0,0.0
LINE:000997,0,264,0.0,0,0,0.0
LINE:000998,0,264,0.0,0,0,0.0
LINE:001000,0,264,0.0,0,0,0.0
LINE:001001,0,264,0.0,0,0,0.0
LINE:001002,0,264,0.0,0,0,0.0
LINE:001003,0,264,0.0,0,0,0.0
LINE:001004,0,264,0.0,0,0,0.0
LINE:001005,0,264,0.0,0,0,0.0
LINE:001006,0,264,0.0,0,0,0.0
LINE:001010,0,264,0.0,0,0,0.0
LINE:001011,0,264,0.0,0,0,0.0
LINE:001012,0,264,0.0,0,0,0.0
LINE:001013,0,264,0.0,0,0,0.0
LINE:001014,0,264,0.0,0,0,0.0
LINE:001015,0,264,0.0,0,0,0.0
LINE:001016,0,264,0.0,0,0,0.0
LINE:001017,0,264,0.0,0,0,0.0
LINE:001018,0,264,0.0,0,0,0.0
LINE:001019,0,264,0.0,0,0,0.0
LINE:001021,0,264,0.0,0,0,0.0
LINE:001022,0,264,0.0,0,0,0.0
LINE:001023,0,264,0.0,0,0,0.0
LINE:001024,0,264,0.0,0,0,0.0
LINE:001025,0,264,0.0,0,0,0.0
LINE:001026,0,264,0.0,0,0,0.0
LINE:001031,0,264,0.0,0,0,0.0
LINE:001033,0,264,0.0,0,0,0.0
LINE:001035,0,264,0.0,0,0,0.0
LINE:001036,0,264,0.0,0,0,0.0
LINE:001037,0,264,0.0,0,0,0.0
LINE:001038,0,264,0.0,0,0,0.0
LINE:001039,0,264,0.0,0,0,0.0
LINE:001040,0,264,0.0,0,0,0.0
LINE:001041,0,264,0.0,0,0,0.0
LINE:001042,0,264,0.0,0,0,0.0
LINE:001043,0,264,0.0,0,0,0.0
LINE:001045,0,264,0.0,0,0,0.0
LINE:001047,0,264,0.0,0,0,0.0
LINE:001048,0,264,0.0,0,0,0.0
LINE:001049,0,264,0.0,0,0,0.0
LINE:001050,0,264,0.0,0,0,0.0
LINE:001053,0,264,0.0,0,0,0.0
LINE:001054,0,264,0.0,0,0,0.0
LINE:001056,0,264,0.0,0,0,0.0
LINE:001057,0,264,0.0,0,0,0.0
LINE:001058,0,264,0.0,0,0,0.0
LINE:001061,0,264,0.0,0,0,0.0
LINE:001062,0,264,0.0,0,0,0.0
LINE:001063,0,264,0.0,0,0,0.0
LINE:001064,0,264,0.0,0,0,0.0
LINE:001065,0,264,0.0,0,0,0.0
LINE:001066,0,264,0.0,0,0,0.0
LINE:001067,0,264,0.0,0,0,0.0
LINE:001068,0,264,0.0,0,0,0.0
LINE:001070,0,264,0.0,0,0,0.0
LINE:001072,0,264,0.0,0,0,0.0
LINE:001073,0,264,0.0,0,0,0.0
LINE:001074,0,264,0.0,0,0,0.0
LINE:001075,0,264,0.0,0,0,0.0
LINE:001076,0,264,0.0,0,0,0.0
LINE:001079,0,264,0.0,0,0,0.0
LINE:001082,0,264,0.0,0,0,0.0
LINE:001083,0,264,0.0,0,0,0.0
LINE:001084,0,264,0.0,0,0,0.0
LINE:001085,0,264,0.0,0,0,0.0
LINE:001086,0,264,0.0,0,0,0.0
LINE:001087,0,264,0.0,0,0,0.0
LINE:001088,0,264,0.0,0,0,0.0
LINE:001089,0,264,0.0,0,0,0.0
LINE:001090,0,264,0.0,0,0,0.0
LINE:001091,0,264,0.0,0,0,0.0
LINE:001092,0,264,0.0,0,0,0.0
LINE:001093,0,264,0.0,0,0,0.0
LINE:001094,0,264,0.0,0,0,0.0
LINE:001095,0,264,0.0,0,0,0.0
LINE:001097,0,264,0.0,0,0,0.0
LINE:001098,0,264,0.0,0,0,0.0
LINE:001101,0,264,0.0,0,0,0.0
LINE:001102,0,264,0.0,0,0,0.0
LINE:001104,0,264,0.0,0,0,0.0
LINE:001105,0,264,0.0,0,0,0.0
LINE:001106,0,264,0.0,0,0,0.0
LINE:001107,0,264,0.0,0,0,0.0
LINE:001108,0,264,0.0,0,0,0.0
LINE:001109,0,264,0.0,0,0,0.0
LINE:001111,0,264,0.0,0,0,0.0
LINE:001112,0,264,0.0,0,0,0.0
LINE:001113,0,264,0.0,0,0,0.0
LINE:001114,0,264,0.0,0,0,0.0
LINE:001115,0,264,0.0,0,0,0.0
LINE:001116,0,264,0.0,0,0,0.0
LINE:001117,0,264,0.0,0,0,0.0
LINE:001118,0,264,0.0,0,0,0.0
LINE:001119,0,264,0.0,0,0,0.0
LINE:001120,0,264,0.0,0,0,0.0
LINE:001121,0,264,0.0,0,0,0.0
LINE:001122,0,264,0.0,0,0,0.0
LINE:001123,0,264,0.0,0,0,0.0
LINE:001124,0,264,0.0,0,0,0.0
LINE:001125,0,264,0.0,0,0,0.0
LINE:001130,0,264,0.0,0,0,0.0
LINE:001131,0,264,0.0,0,0,0.0
LINE:001132,0,264,0.0,0,0,0.0
LINE:001133,0,264,0.0,0,0,0.0
LINE:001134,0,264,0.0,0,0,0.0
LINE:001135,0,264,0.0,0,0,0.0
LINE:001138,0,264,0.0,0,0,0.0
LINE:001139,0,264,0.0,0,0,0.0
LINE:001140,0,264,0.0,0,0,0.0
LINE:001141,0,264,0.0,0,0,0.0
LINE:001142,0,264,0.0,0,0,0.0
LINE:001143,0,264,0.0,0,0,0.0
LINE:001144,0,264,0.0,0,0,0.0
LINE:001146,0,264,0.0,0,0,0.0
LINE:001147,0,264,0.0,0,0,0.0
LINE:001148,0,264,0.0,0,0,0.0
LINE:001149,0,264,0.0,0,0,0.0
LINE:001150,0,264,0.0,0,0,0.0
LINE:001151,0,264,0.0,0,0,0.0
LINE:001152,0,264,0.0,0,0,0.0
LINE:001153,10,264,0.03787878787878788,1,1,0.8333333333333334
LINE:001155,0,264,0.0,0,0,0.0
LINE:001156,12,264,0.045454545454545456,1,1,1.0
LINE:001159,0,264,0.0,0,0,0.0
LINE:001161,0,264,0.0,0,0,0.0
LINE:001162,0,264,0.0,0,0,0.0
LINE:001163,0,264,0.0,0,0,0.0
LINE:001164,0,264,0.0,0,0,0.0
LINE:001166,0,264,0.0,0,0,0.0
LINE:001167,0,264,0.0,0,0,0.0
LINE:001169,0,264,0.0,0,0,0.0
LINE:001170,0,264,0.0,0,0,0.0
LINE:001172,0,264,0.0,0,0,0.0
LINE:001174,0,264,0.0,0,0,0.0
LINE:001175,0,264,0.0,0,0,0.0
LINE:001176,0,264,0.0,0,0,0.0
LINE:001177,0,264,0.0,0,0,0.0
LINE:001179,0,264,0.0,0,0,0.0
LINE:001180,0,264,0.0,0,0,0.0
LINE:001181,0,264,0.0,0,0,0.0
LINE:001183,0,264,0.0,0,0,0.0
LINE:001187,0,264,0.0,0,0,0.0
LINE:001188,0,264,0.0,0,0,0.0
LINE:001189,0,264,0.0,0,0,0.0
LINE:001190,0,264,0.0,0,0,0.0
LINE:001192,0,264,0.0,0,0,0.0
LINE:001193,0,264,0.0,0,0,0.0
LINE:001194,0,264,0.0,0,0,0.0
LINE:001195,0,264,0.0,0,0,0.0
LINE:001196,0,264,0.0,0,0,0.0
LINE:001197,0,264,0.0,0,0,0.0
LINE:001198,0,264,0.0,0,0,0.0
LINE:001199,0,264,0.0,0,0,0.0
LINE:001200,0,264,0.0,0,0,0.0
LINE:001202,0,264,0.0,0,0,0.0
LINE:001203,0,264,0.0,0,0,0.0
LINE:001204,0,264,0.0,0,0,0.0
LINE:001205,0,264,0.0,0,0,0.0
LINE:001206,0,264,0.0,0,0,0.0
LINE:001209,0,264,0.0,0,0,0.0
LINE:001211,0,264,0.0,0,0,0.0
LINE:001212,0,264,0.0,0,0,0.0
LINE:001213,0,264,0.0,0,0,0.0
LINE:001214,0,264,0.0,0,0,0.0
LINE:001215,0,264,0.0,0,0,0.0
LINE:001216,0,264,0.0,0,0,0.0
LINE:001217,0,264,0.0,0,0,0.0
LINE:001218,0,264,0.0,0,0,0.0
LINE:001219,0,264,0.0,0,0,0.0
LINE:001220,0,264,0.0,0,0,0.0
LINE:001221,0,264,0.0,0,0,0.0
LINE:001222,0,264,0.0,0,0,0.0
LINE:001223,0,264,0.0,0,0,0.0
LINE:001228,0,264,0.0,0,0,0.0
LINE:001229,0,264,0.0,0,0,0.0
LINE:001231,0,264,0.0,0,0,0.0
LINE:001233,0,264,0.0,0,0,0.0
LINE:001235,0,264,0.0,0,0,0.0
LINE:001236,0,264,0.0,0,0,0.0
LINE:001237,0,264,0.0,0,0,0.0
LINE:001238,0,264,0.0,0,0,0.0
LINE:001239,0,264,0.0,0,0,0.0
LINE:001240,0,264,0.0,0,0,0.0
LINE:001241,0,264,0.0,0,0,0.0
LINE:001242,0,264,0.0,0,0,0.0
LINE:001243,0,264,0.0,0,0,0.0
LINE:001247,0,264,0.0,0,0,0.0
LINE:001251,0,264,0.0,0,0,0.0
LINE:001254,0,264,0.0,0,0,0.0
LINE:001255,0,264,0.0,0,0,0.0
LINE:001256,0,264,0.0,0,0,0.0
LINE:001257,0,264,0.0,0,0,0.0
LINE:001259,0,264,0.0,0,0,0.0
LINE:001260,0,264,0.0,0,0,0.0
LINE:001261,0,264,0.0,0,0,0.0
LINE:001262,0,264,0.0,0,0,0.0
LINE:001263,0,264,0.0,0,0,0.0
LINE:001266,0,264,0.0,0,0,0.0
LINE:001267,0,264,0.0,0,0,0.0
LINE:001268,0,264,0.0,0,0,0.0
LINE:001269,0,264,0.0,0,0,0.0
LINE:001270,0,264,0.0,0,0,0.0
LINE:001271,0,264,0.0,0,0,0.0
LINE:001272,0,264,0.0,0,0,0.0
LINE:001274,0,264,0.0,0,0,0.0
LINE:001275,0,264,0.0,0,0,0.0
LINE:001276,0,264,0.0,0,0,0.0
LINE:001279,0,264,0.0,0,0,0.0
LINE:001280,0,264,0.0,0,0,0.0
LINE:001281,0,264,0.0,0,0,0.0
LINE:001282,0,264,0.0,0,0,0.0
LINE:001283,0,264,0.0,0,0,0.0
LINE:001286,0,264,0.0,0,0,0.0
LINE:001287,0,264,0.0,0,0,0.0
LINE:001288,0,264,0.0,0,0,0.0
LINE:001290,0,264,0.0,0,0,0.0
LINE:001291,0,264,0.0,0,0,0.0
LINE:001292,0,264,0.0,0,0,0.0
LINE:001293,0,264,0.0,0,0,0.0
LINE:001294,0,264,0.0,0,0,0.0
LINE:001295,0,264,0.0,0,0,0.0
LINE:001296,0,264,0.0,0,0,0.0
LINE:001297,0,264,0.0,0,0,0.0
LINE:001298,0,264,0.0,0,0,0.0
LINE:001299,0,264,0.0,0,0,0.0
LINE:001301,0,264,0.0,0,0,0.0
LINE:001304,0,264,0.0,0,0,0.0
LINE:001305,0,264,0.0,0,0,0.0
LINE:001306,0,264,0.0,0,0,0.0
LINE:001307,0,264,0.0,0,0,0.0
LINE:001309,0,264,0.0,0,0,0.0
LINE:001310,0,264,0.0,0,0,0.0
LINE:001311,0,264,0.0,0,0,0.0
LINE:001315,0,264,0.0,0,0,0.0
LINE:001316,0,264,0.0,0,0,0.0
LINE:001317,0,264,0.0,0,0,0.0
LINE:001318,0,264,0.0,0,0,0.0
LINE:001319,0,264,0.0,0,0,0.0
LINE:001320,0,264,0.0,0,0,0.0
LINE:001322,0,264,0.0,0,0,0.0
LINE:001323,0,264,0.0,0,0,0.0
LINE:001324,0,264,0.0,0,0,0.0
LINE:001325,0,264,0.0,0,0,0.0
LINE:001326,0,264,0.0,0,0,0.0
LINE:001327,0,264,0.0,0,0,0.0
LINE:001328,0,264,0.0,0,0,0.0
LINE:001331,0,264,0.0,0,0,0.0
LINE:001332,0,264,0.0,0,0,0.0
LINE:001333,0,264,0.0,0,0,0.0
LINE:001334,0,264,0.0,0,0,0.0
LINE:001335,0,264,0.0,0,0,0.0
LINE:001337,0,264,0.0,0,0,0.0
LINE:001338,0,264,0.0,0,0,0.0
LINE:001339,0,264,0.0,0,0,0.0
LINE:001340,0,264,0.0,0,0,0.0
LINE:001341,0,264,0.0,0,0,0.0
LINE:001342,0,264,0.0,0,0,0.0
LINE:001343,0,264,0.0,0,0,0.0
LINE:001344,0,264,0.0,0,0,0.0
LINE:001345,0,264,0.0,0,0,0.0
LINE:001346,0,264,0.0,0,0,0.0
LINE:001347,0,264,0.0,0,0,0.0
LINE:001348,0,264,0.0,0,0,0.0
LINE:001349,0,264,0.0,0,0,0.0
LINE:001350,0,264,0.0,0,0,0.0
LINE:001351,0,264,0.0,0,0,0.0
LINE:001352,0,264,0.0,0,0,0.0
LINE:001353,0,264,0.0,0,0,0.0
LINE:001354,0,264,0.0,0,0,0.0
LINE:001355,0,264,0.0,0,0,0.0
LINE:001356,0,264,0.0,0,0,0.0
LINE:001358,0,264,0.0,0,0,0.0
LINE:001360,12,264,0.045454545454545456,1,1,1.0
LINE:001361,0,264,0.0,0,0,0.0
LINE:001362,0,264,0.0,0,0,0.0
LINE:001363,41,264,0.1553030303030303,4,2,1.0
LINE:001364,0,264,0.0,0,0,0.0
LINE:001365,60,264,0.22727272727272727,7,5,1.0
LINE:001366,0,264,0.0,0,0,0.0
LINE:001367,0,264,0.0,0,0,0.0
LINE:001368,0,264,0.0,0,0,0.0
LINE:001369,0,264,0.0,0,0,0.0
LINE:001370,0,264,0.0,0,0,0.0
LINE:001371,0,264,0.0,0,0,0.0
LINE:001373,0,264,0.0,0,0,0.0
LINE:001374,0,264,0.0,0,0,0.0
LINE:001375,0,264,0.0,0,0,0.0
LINE:001379,0,264,0.0,0,0,0.0
LINE:001380,0,264,0.0,0,0,0.0
LINE:001381,0,264,0.0,0,0,0.0
LINE:001382,0,264,0.0,0,0,0.0
LINE:001383,0,264,0.0,0,0,0.0
LINE:001384,0,264,0.0,0,0,0.0
LINE:001392,0,264,0.0,0,0,0.0
LINE:001393,0,264,0.0,0,0,0.0
LINE:001396,0,264,0.0,0,0,0.0
LINE:001397,0,264,0.0,0,0,0.0
LINE:001398,0,264,0.0,0,0,0.0
LINE:001399,0,264,0.0,0,0,0.0
LINE:001400,0,264,0.0,0,0,0.0
LINE:001401,0,264,0.0,0,0,0.0
LINE:001403,0,264,0.0,0,0,0.0
LINE:001405,0,264,0.0,0,0,0.0
LINE:001406,0,264,0.0,0,0,0.0
LINE:001407,0,264,0.0,0,0,0.0
LINE:001408,0,264,0.0,0,0,0.0
LINE:001409,0,264,0.0,0,0,0.0
LINE:001410,0,264,0.0,0,0,0.0
LINE:001411,0,264,0.0,0,0,0.0
LINE:001412,0,264,0.0,0,0,0.0
LINE:001413,0,264,0.0,0,0,0.0
LINE:001414,0,264,0.0,0,0,0.0
LINE:001415,0,264,0.0,0,0,0.0
LINE:001416,0,264,0.0,0,0,0.0
LINE:001417,0,264,0.0,0,0,0.0
LINE:001418,0,264,0.0,0,0,0.0
LINE:001419,0,264,0.0,0,0,0.0
LINE:001421,0,264,0.0,0,0,0.0
LINE:001423,0,264,0.0,0,0,0.0
LINE:001425,0,264,0.0,0,0,0.0
LINE:001427,0,264,0.0,0,0,0.0
LINE:001430,0,264,0.0,0,0,0.0
LINE:001431,0,264,0.0,0,0,0.0
LINE:001432,0,264,0.0,0,0,0.0
LINE:001439,0,264,0.0,0,0,0.0
LINE:001443,0,264,0.0,0,0,0.0
LINE:001445,0,264,0.0,0,0,0.0
LINE:001446,0,264,0.0,0,0,0.0
LINE:001447,0,264,0.0,0,0,0.0
LINE:001448,0,264,0.0,0,0,0.0
LINE:001449,0,264,0.0,0,0,0.0
LINE:001450,0,264,0.0,0,0,0.0
LINE:001451,0,264,0.0,0,0,0.0
LINE:001452,0,264,0.0,0,0,0.0
LINE:001453,0,264,0.0,0,0,0.0
LINE:001454,0,264,0.0,0,0,0.0
LINE:001455,0,264,0.0,0,0,0.0
LINE:001456,0,264,0.0,0,0,0.0
LINE:001457,0,264,0.0,0,0,0.0
LINE:001459,0,264,0.0,0,0,0.0
LINE:001460,0,264,0.0,0,0,0.0
LINE:001461,0,264,0.0,0,0,0.0
LINE:001463,0,264,0.0,0,0,0.0
LINE:001467,0,264,0.0,0,0,0.0
LINE:001468,0,264,0.0,0,0,0.0
LINE:001469,0,264,0.0,0,0,0.0
LINE:001471,0,264,0.0,0,0,0.0
LINE:001472,0,264,0.0,0,0,0.0
LINE:001473,0,264,0.0,0,0,0.0
LINE:001474,0,264,0.0,0,0,0.0
LINE:001475,0,264,0.0,0,0,0.0
LINE:001476,0,264,0.0,0,0,0.0
LINE:001478,0,264,0.0,0,0,0.0
LINE:001479,0,264,0.0,0,0,0.0
LINE:001480,0,264,0.0,0,0,0.0
LINE:001481,0,264,0.0,0,0,0.0
LINE:001482,0,264,0.0,0,0,0.0
LINE:001484,0,264,0.0,0,0,0.0
LINE:001485,0,264,0.0,0,0,0.0
LINE:001486,0,264,0.0,0,0,0.0
LINE:001487,0,264,0.0,0,0,0.0
LINE:001488,0,264,0.0,0,0,0.0
LINE:001490,0,264,0.0,0,0,0.0
LINE:001491,0,264,0.0,0,0,0.0
LINE:001492,0,264,0.0,0,0,0.0
LINE:001493,0,264,0.0,0,0,0.0
LINE:001494,0,264,0.0,0,0,0.0
LINE:001495,0,264,0.0,0,0,0.0
LINE:001496,0,264,0.0,0,0,0.0
LINE:001497,0,264,0.0,0,0,0.0
LINE:001498,0,264,0.0,0,0,0.0
LINE:001499,0,264,0.0,0,0,0.0
LINE:001500,0,264,0.0,0,0,0.0
LINE:001501,0,264,0.0,0,0,0.0
LINE:001504,0,264,0.0,0,0,0.0
LINE:001508,0,264,0.0,0,0,0.0
LINE:001509,0,264,0.0,0,0,0.0
LINE:001510,0,264,0.0,0,0,0.0
LINE:001511,0,264,0.0,0,0,0.0
LINE:001512,0,264,0.0,0,0,0.0
LINE:001513,0,264,0.0,0,0,0.0
LINE:001514,0,264,0.0,0,0,0.0
LINE:001515,0,264,0.0,0,0,0.0
LINE:001516,0,264,0.0,0,0,0.0
LINE:001517,0,264,0.0,0,0,0.0
LINE:001518,0,264,0.0,0,0,0.0
LINE:001519,0,264,0.0,0,0,0.0
LINE:001520,0,264,0.0,0,0,0.0
LINE:001521,0,264,0.0,0,0,0.0
LINE:001522,0,264,0.0,0,0,0.0
LINE:001523,0,264,0.0,0,0,0.0
LINE:001524,0,264,0.0,0,0,0.0
LINE:001528,0,264,0.0,0,0,0.0
LINE:001529,0,264,0.0,0,0,0.0
LINE:001531,0,264,0.0,0,0,0.0
LINE:001532,0,264,0.0,0,0,0.0
LINE:001533,0,264,0.0,0,0,0.0
LINE:001534,0,264,0.0,0,0,0.0
LINE:001535,0,264,0.0,0,0,0.0
LINE:001536,0,264,0.0,0,0,0.0
LINE:001537,0,264,0.0,0,0,0.0
LINE:001539,0,264,0.0,0,0,0.0
LINE:001541,0,264,0.0,0,0,0.0
LINE:001542,0,264,0.0,0,0,0.0
LINE:001543,0,264,0.0,0,0,0.0
LINE:001546,0,264,0.0,0,0,0.0
LINE:001548,0,264,0.0,0,0,0.0
LINE:001549,0,264,0.0,0,0,0.0
LINE:001550,0,264,0.0,0,0,0.0
LINE:001551,0,264,0.0,0,0,0.0
LINE:001553,0,264,0.0,0,0,0.0
LINE:001554,0,264,0.0,0,0,0.0
LINE:001555,0,264,0.0,0,0,0.0
LINE:001556,0,264,0.0,0,0,0.0
LINE:001557,0,264,0.0,0,0,0.0
LINE:001559,0,264,0.0,0,0,0.0
LINE:001560,0,264,0.0,0,0,0.0
LINE:001561,0,264,0.0,0,0,0.0
LINE:001562,0,264,0.0,0,0,0.0
LINE:001563,0,264,0.0,0,0,0.0
LINE:001564,0,264,0.0,0,0,0.0
LINE:001565,0,264,0.0,0,0,0.0
LINE:001567,0,264,0.0,0,0,0.0
LINE:001569,0,264,0.0,0,0,0.0
LINE:001570,0,264,0.0,0,0,0.0
LINE:001571,0,264,0.0,0,0,0.0
LINE:001573,0,264,0.0,0,0,0.0
LINE:001574,0,264,0.0,0,0,0.0
LINE:001575,0,264,0.0,0,0,0.0
LINE:001582,0,264,0.0,0,0,0.0
LINE:001583,0,264,0.0,0,0,0.0
LINE:001584,0,264,0.0,0,0,0.0
LINE:001587,0,264,0.0,0,0,0.0
LINE:001588,0,264,0.0,0,0,0.0
LINE:001589,0,264,0.0,0,0,0.0
LINE:001590,0,264,0.0,0,0,0.0
LINE:001595,0,264,0.0,0,0,0.0
LINE:001596,0,264,0.0,0,0,0.0
LINE:001602,0,264,0.0,0,0,0.0
LINE:001603,0,264,0.0,0,0,0.0
LINE:001604,0,264,0.0,0,0,0.0
LINE:001605,0,264,0.0,0,0,0.0
LINE:001606,0,264,0.0,0,0,0.0
